"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","4","21","5","5","40","5","24","0","6","0","11","9","3","1","0","2","0","0","1","2","0","1","","","","","",""
"区南部","1","13","4","26","68","5","15","1","8","3","14","6","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","4","34","2","9","37","5","24","1","3","0","20","6","2","0","0","1","1","1","7","0","0","1","","","","","",""
"区西部","8","27","4","14","56","2","8","1","7","0","15","2","0","0","0","1","0","0","6","0","0","0","","","","","",""
"区西北部","11","26","3","25","47","4","23","2","4","1","12","8","1","1","0","5","0","0","3","0","0","0","","","","","",""
"区東北部","6","46","2","9","52","7","23","1","14","0","22","20","1","0","0","1","0","0","2","0","0","0","","","","","",""
"区東部","3","37","6","15","66","1","23","2","6","1","25","4","2","2","0","1","0","0","3","0","0","0","","","","","",""
"西多摩","2","5","1","3","6","1","8","0","1","0","6","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","52","2","22","90","8","13","2","9","0","48","21","1","1","0","3","0","0","1","0","1","0","","","","","",""
"北多摩西部","2","18","0","14","18","3","8","0","1","1","9","10","0","0","0","0","0","0","1","0","0","0","","","","","",""
"北多摩南部","4","23","5","8","27","4","26","2","9","0","11","12","3","0","0","0","0","0","3","1","1","0","","","","","",""
"北多摩北部","1","43","5","28","28","4","13","0","7","0","18","4","1","2","0","2","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","47","345","39","178","535","49","208","12","75","6","211","104","15","7","0","16","1","1","27","3","2","2","","","","","",""
