"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","13","6","0"
"1〜4歳","0","0","0","0","0","0","2","9","0"
"5〜9歳","0","0","0","0","0","0","0","4","1"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","3","1","0","2","0","0","0","0","0"
"20〜24歳","18","6","7","16","0","1","2","0","0"
"25〜29歳","34","8","10","19","0","3","1","0","0"
"30〜34歳","27","8","11","23","0","1","0","0","0"
"35〜39歳","18","10","3","12","0","1","2","1","0"
"40〜44歳","19","9","5","5","1","0","5","1","0"
"45〜49歳","4","5","2","2","0","1","2","0","0"
"50〜54歳","8","4","2","1","0","3","4","0","0"
"55〜59歳","3","1","0","1","0","1","8","1","0"
"60〜64歳","2","1","0","0","0","0","5","0","0"
"65〜69歳","0","0","0","0","0","0","11","1","0"
"70歳以上","0","0","0","0","0","1","39","3","0"
"合計","136","53","40","81","1","12","95","27","1"
