"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","2","0","0","3","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"〜1歳","1","2","0","3","36","3","0","0","19","0","0","0","0","0","0","0","0","0","0","0"
"1歳","6","0","2","4","90","10","3","0","19","0","0","2","1","0","0","0","0","0","0","0"
"2歳","5","1","2","10","70","10","0","2","4","0","0","2","2","1","0","0","0","0","0","0"
"3歳","6","0","2","8","77","14","0","3","0","0","1","5","0","0","0","0","0","0","0","0"
"4歳","9","1","1","13","65","14","0","3","1","0","0","3","0","0","0","0","0","0","0","0"
"5歳","10","0","0","12","40","7","0","4","1","0","0","3","0","0","0","0","0","0","0","0"
"6歳","4","0","2","12","38","7","0","3","0","0","0","11","0","0","0","0","0","0","0","0"
"7歳","5","0","0","11","38","11","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"8歳","5","0","0","11","30","6","0","0","0","0","0","1","0","0","0","0","0","0","2","0"
"9歳","4","0","0","6","13","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","10","0","3","11","42","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","7","0","0","2","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","12","0","1","19","112","0","0","1","0","1","0","1","2","0","0","3","0","0","0","0"
"30〜39歳","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0"
"40〜49歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","120","6","13","122","665","87","3","17","45","1","1","30","5","2","0","9","0","0","2","0"
