"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","3","0","1","2","0","0","3","0","0","2","2"
"中央区","4","3","0","0","1","0","0","0","0","2","0"
"みなと","4","1","4","4","1","0","4","0","0","2","1"
"新宿区","13","4","4","4","0","0","12","0","0","7","2"
"文京","2","2","1","1","1","0","3","0","0","1","1"
"台東","3","1","1","5","3","0","0","0","0","2","0"
"墨田区","4","0","4","0","0","0","3","0","0","2","1"
"江東区","0","0","0","0","0","0","0","0","0","1","0"
"品川区","11","3","0","0","0","0","0","0","0","1","0"
"目黒区","0","0","0","0","0","0","0","0","0","0","0"
"大田区","5","0","0","2","0","0","0","0","0","2","1"
"世田谷","0","0","0","0","0","0","2","0","0","0","2"
"渋谷区","25","10","8","9","0","0","1","0","0","5","1"
"中野区","6","0","0","2","1","0","0","0","0","2","0"
"杉並","4","0","1","0","0","0","2","0","0","2","2"
"池袋","9","2","1","7","1","0","1","0","0","3","1"
"北区","0","0","0","0","0","0","0","0","0","1","0"
"荒川区","0","0","0","0","0","0","0","0","0","1","0"
"板橋区","0","0","3","2","0","0","0","0","0","2","1"
"練馬区","0","0","0","0","0","0","0","0","0","0","0"
"足立","4","2","1","0","2","0","0","0","0","2","0"
"葛飾区","0","0","0","0","0","0","3","0","0","0","1"
"江戸川","20","0","0","3","1","0","0","0","0","2","0"
"八王子市","2","1","1","0","1","0","1","0","0","4","1"
"町田市","2","0","0","0","0","0","0","0","0","1","0"
"西多摩","0","0","0","0","0","0","0","0","0","0","1"
"南多摩","0","0","0","0","0","0","0","0","0","0","0"
"多摩立川","11","1","0","1","0","0","0","0","0","2","1"
"多摩府中","0","0","0","0","0","0","20","0","0","3","3"
"多摩小平","0","0","0","0","0","0","0","0","0","1","2"
"島しょ","0","0","0","0","0","0","0","0","0","0","1"
"合計","132","30","30","42","12","0","55","0","0","53","25"
