"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"中央区","13","3","0","4","26","2","1","0","2","0","0","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"みなと","18","3","6","6","32","0","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","25","9","2","4","32","1","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"文京","37","1","0","5","23","1","0","7","1","0","0","0","0","0","0","1","0","0","0","0","0","1","","","","","",""
"台東","18","1","0","4","46","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","23","6","0","12","32","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","49","10","3","15","113","1","1","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","19","9","0","5","55","4","1","6","0","1","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","23","1","0","5","33","3","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","87","7","1","12","114","10","1","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"世田谷","76","10","7","25","123","6","0","1","4","0","1","0","0","0","0","0","0","1","0","0","0","2","","","","","",""
"渋谷区","11","1","0","3","18","0","0","1","0","0","0","0","0","0","0","2","0","0","1","0","1","0","","","","","",""
"中野区","13","1","0","2","51","6","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","41","7","1","5","48","3","3","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","31","1","0","0","9","2","0","0","1","0","0","1","0","0","0","2","0","0","0","0","0","1","","","","","",""
"北区","24","1","0","6","31","0","2","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","38","3","0","11","30","2","1","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","31","0","0","6","26","8","1","1","3","0","1","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"練馬区","76","4","3","18","47","11","3","6","6","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","63","15","2","12","92","11","3","7","2","0","0","11","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","17","1","0","7","70","8","16","2","2","0","0","0","0","0","0","0","0","0","1","0","0","1","","","","","",""
"江戸川","84","9","9","47","80","4","4","0","5","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","34","19","8","41","92","5","0","9","1","0","0","5","0","0","0","1","0","0","0","0","0","0","","","","","",""
"町田市","62","1","2","42","72","3","1","4","4","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","58","3","2","14","36","1","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","52","15","0","14","39","6","3","2","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","58","10","3","35","55","6","0","8","4","0","5","6","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","80","20","8","31","124","9","1","6","6","0","0","0","1","0","0","3","0","0","3","0","0","0","","","","","",""
"多摩小平","77","24","8","45","69","10","0","9","6","0","0","6","0","0","0","1","0","0","1","0","0","4","","","","","",""
"島しょ","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1242","195","65","437","1630","123","49","92","76","2","9","40","4","0","0","17","0","1","6","0","1","10","","","","","",""
