"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","9","3","0","1","5","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","47","3","3","1","51","2","0","0","23","1","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","100","4","12","11","87","1","0","2","36","0","0","2","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2歳","142","1","5","15","91","3","0","1","9","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","181","0","1","40","81","2","1","3","0","0","0","4","1","0","0","0","0","0","0","0","1","3","0","0","0","0","0","3","0"
"4歳","262","0","2","59","78","8","0","4","2","1","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","328","0","1","53","81","10","1","4","0","0","0","11","1","0","0","0","0","0","1","0","1","2","0","0","0","0","0","2","0"
"6歳","345","0","3","52","76","5","0","2","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","348","0","0","47","56","1","0","3","0","0","0","3","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","1","0"
"8歳","313","0","0","39","52","4","0","4","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","234","0","0","29","30","1","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","708","0","2","56","100","4","0","1","0","0","0","4","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0"
"15〜19歳","144","0","0","5","19","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"20〜29歳","150","0","0","10","99","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","220","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","1","0"
"40〜49歳","260","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1","0"
"50〜59歳","175","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","84","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","2","0"
"70〜79歳","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","2","0"
"80歳以上","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"合計","4101","11","29","418","906","41","2","24","70","3","2","46","9","2","0","7","0","0","5","3","3","16","0","0","0","0","0","16","0"
