"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","3","0"
"1〜4歳","0","0","0","0","0","0","5","10","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","3","0","0"
"15〜19歳","13","2","3","3","0","0","0","1","0"
"20〜24歳","43","20","16","25","6","0","0","0","0"
"25〜29歳","53","24","9","21","0","1","1","1","0"
"30〜34歳","32","12","9","14","4","1","0","1","0"
"35〜39歳","11","11","3","8","7","1","2","0","0"
"40〜44歳","9","8","0","4","0","2","2","0","0"
"45〜49歳","10","6","2","3","3","0","6","0","0"
"50〜54歳","5","4","1","3","3","0","6","2","0"
"55〜59歳","3","1","0","0","1","0","16","1","1"
"60〜64歳","2","1","0","0","1","1","10","4","0"
"65〜69歳","2","1","0","1","0","0","21","6","0"
"70歳以上","1","1","0","0","0","0","61","4","0"
"合計","184","91","43","82","25","6","140","33","1"
