"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","2","2","12","24","16","1","2","3","0","0","2","1","2","1","0","0","1","0","0","1","0","0","","","","","",""
"区南部","1","0","9","22","36","12","1","8","4","0","0","0","2","3","4","0","0","1","0","0","0","0","3","","","","","",""
"区西南部","2","0","1","12","29","8","1","3","1","0","0","0","4","3","1","0","0","3","0","0","0","0","1","","","","","",""
"区西部","0","0","6","20","52","15","1","3","6","1","1","1","1","1","0","0","1","3","0","0","5","0","7","","","","","",""
"区西北部","0","0","3","13","19","12","3","5","2","0","1","6","2","4","1","0","0","1","0","0","0","0","0","","","","","",""
"区東北部","2","0","4","13","40","10","2","3","4","0","0","0","1","2","1","2","0","1","0","0","0","0","0","","","","","",""
"区東部","2","0","13","22","34","14","1","2","6","0","0","4","2","3","0","0","0","1","0","0","0","0","1","","","","","",""
"西多摩","0","0","1","3","12","8","0","4","2","0","0","1","0","1","0","0","0","2","0","0","0","0","0","","","","","",""
"南多摩","2","0","3","39","57","21","2","6","10","0","0","2","3","3","4","3","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","1","0","0","0","2","1","1","3","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","2","0","0","3","11","5","0","3","2","1","0","1","2","3","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩北部","3","0","2","12","26","1","1","6","1","0","0","1","0","1","0","0","0","3","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","16","2","44","171","344","123","14","48","41","2","2","18","18","27","13","5","1","17","0","0","6","0","12","","","","","",""
