"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","11","8","0","0","22","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","25","11","2","2","149","3","3","4","20","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","128","14","12","21","393","14","24","16","44","0","0","4","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0"
"2歳","140","5","14","22","278","8","10","25","8","0","0","1","0","0","0","0","0","1","0","0","2","1","0","0","0","1","1","1"
"3歳","153","5","7","45","248","9","18","40","4","2","1","1","0","0","1","0","0","0","0","0","2","0","0","1","0","0","1","1"
"4歳","166","3","16","56","217","12","6","54","0","1","2","2","0","0","1","0","0","0","0","0","3","0","0","2","1","1","1","2"
"5歳","173","0","9","56","181","16","6","76","2","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","228","0","6","65","142","8","6","54","1","1","3","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","1","0"
"7歳","402","0","1","72","104","18","1","36","0","0","1","2","0","0","1","0","0","0","0","0","2","0","0","0","0","0","2","0"
"8歳","301","0","0","55","88","19","6","38","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","281","0","0","32","76","10","1","17","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0"
"10〜14歳","711","0","1","70","162","19","0","19","0","0","2","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","3","0"
"15〜19歳","180","0","1","5","38","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","318","0","4","37","330","2","1","4","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","399","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","484","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","2","0","0","0","0","0","2","0"
"50〜59歳","256","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","3","0","0","0","0","0","3","0"
"60〜69歳","102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"70〜79歳","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","3","2","0","3","3"
"80歳以上","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","3","0","1","5","3"
"合計","4545","46","73","538","2428","141","82","383","79","5","12","13","1","0","16","0","1","6","0","0","37","2","0","9","3","3","26","10"
