"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","1","0","4","2","0","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","0","1","2","10","4","4","0","1","0","7","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","0","2","3","12","1","0","0","2","0","2","0","2","0","0","3","0","0","0","0","","","","","",""
"文京","0","0","0","1","0","0","3","0","0","0","2","1","0","0","0","2","0","0","0","0","","","","","",""
"台東","0","0","1","1","15","0","6","0","1","0","9","1","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","0","0","1","5","0","0","0","3","0","5","1","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","0","0","1","12","1","2","0","1","0","5","0","0","0","0","3","0","0","0","0","","","","","",""
"品川区","0","0","0","0","8","0","4","0","1","0","7","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","4","4","3","17","2","5","2","0","2","15","0","1","0","0","0","0","0","0","0","","","","","",""
"世田谷","0","0","6","0","13","1","6","0","2","0","17","4","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","0","0","0","3","0","1","0","3","0","2","4","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","0","2","0","12","3","10","0","3","0","16","1","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","9","1","9","2","6","0","0","0","3","1","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","0","2","1","3","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","0","0","2","1","2","1","4","0","2","0","9","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","0","0","0","1","4","2","0","1","0","7","3","1","0","0","1","0","0","0","0","","","","","",""
"板橋区","0","0","1","1","0","2","0","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","0","0","0","3","1","3","0","2","0","3","1","2","0","0","0","0","0","0","0","","","","","",""
"足立","0","0","0","4","12","1","1","0","1","0","3","5","2","0","1","1","0","0","0","0","","","","","",""
"葛飾区","0","0","0","1","2","0","0","0","2","0","5","5","0","0","0","0","0","0","2","0","","","","","",""
"江戸川","0","0","9","6","7","1","6","0","4","0","13","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","0","0","9","1","18","6","13","1","6","0","12","5","0","0","0","0","0","0","0","0","","","","","",""
"町田市","3","0","3","9","17","2","1","0","5","0","13","2","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","2","2","1","4","2","0","1","0","4","0","0","0","0","1","0","0","0","0","","","","","",""
"南多摩","0","0","1","0","7","0","5","0","1","0","6","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","0","0","0","0","8","3","0","0","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","0","0","3","2","4","0","12","0","4","0","2","3","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","0","0","2","2","15","3","4","1","9","0","25","1","1","0","0","4","0","0","0","0","","","","","",""
"島しょ","0","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","3","4","61","44","220","44","100","4","58","3","204","39","9","0","1","15","0","0","2","0","","","","","",""
