"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","0","0"
"1〜4歳","0","0","0","0","0","0","3","2","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","1","1","0"
"15〜19歳","8","0","2","3","0","0","0","0","0"
"20〜24歳","51","10","10","7","1","0","0","0","0"
"25〜29歳","62","8","11","15","3","0","3","0","0"
"30〜34歳","49","8","14","8","2","0","0","0","0"
"35〜39歳","21","5","7","10","2","0","2","0","0"
"40〜44歳","16","4","5","4","2","0","2","0","0"
"45〜49歳","15","3","7","6","0","0","1","0","1"
"50〜54歳","10","7","7","6","1","0","4","0","0"
"55〜59歳","5","2","3","3","1","0","2","0","0"
"60〜64歳","1","4","1","3","0","0","3","0","0"
"65〜69歳","0","1","3","1","0","0","6","0","0"
"70歳以上","1","0","3","0","0","0","30","2","0"
"合計","239","52","73","66","12","0","59","5","1"
