"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","0","3","10","20","7","9","0","5","0","0","15","0","4","1","1","0","1","0","0","0","0","0","0","","","","","",""
"区南部","0","0","1","5","25","11","2","0","5","0","0","12","3","1","1","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","1","1","38","9","9","6","6","0","0","3","2","7","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区西部","0","0","0","7","30","5","7","5","4","0","1","9","2","3","0","0","0","4","0","0","0","0","0","0","","","","","",""
"区西北部","0","0","1","8","10","17","7","0","6","0","0","25","0","9","0","1","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","1","14","21","5","18","3","4","1","0","32","1","2","0","0","0","2","0","0","0","0","0","0","","","","","",""
"区東部","0","0","1","1","10","5","3","4","4","0","0","1","2","6","2","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","0","0","3","13","11","5","2","2","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","0","0","5","15","10","5","1","1","0","0","13","1","3","1","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","0","8","6","6","0","0","1","0","0","2","1","5","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","1","7","2","1","2","0","0","0","3","0","4","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","0","4","15","3","6","0","2","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1","0","9","67","214","91","72","23","42","1","1","121","12","50","5","2","0","14","0","0","0","0","0","0","","","","","",""
