"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","5","2","0","0","11","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"〜1歳","9","3","4","0","46","2","1","0","24","0","1","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","46","6","4","12","134","4","3","2","36","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2歳","40","3","4","11","103","6","2","1","6","0","0","1","1","2","0","0","0","0","0","0","3","1","0","0","1","0","1","0","1"
"3歳","85","3","4","27","94","0","1","1","2","0","0","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","91","0","3","17","76","9","1","1","1","0","0","3","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"5歳","93","0","1","24","73","6","0","0","2","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","113","0","3","25","62","6","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","68","0","1","24","39","7","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","69","0","0","17","25","6","0","0","0","0","0","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","61","0","0","10","20","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10〜14歳","206","0","0","21","45","4","2","1","0","0","0","9","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"15〜19歳","83","0","0","4","10","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","69","0","1","30","131","1","0","1","0","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","105","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","67","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1"
"60〜69歳","32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","1","0","1","0","1","2","1"
"80歳以上","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"合計","1373","17","25","222","869","53","10","9","73","1","1","35","14","4","0","6","1","1","3","0","7","6","2","0","3","0","2","3","3"
