"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","0","0","6","6","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","6","0","0","0","34","3","0","1","18","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1歳","35","1","1","2","64","25","5","0","10","0","0","1","0","1","3","0","0","0","0","0","0","0","0"
"2歳","37","0","1","4","51","29","2","0","1","0","0","0","0","5","0","0","0","1","0","0","0","0","0"
"3歳","57","0","3","6","48","14","2","1","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0"
"4歳","92","0","1","7","57","11","0","2","0","0","0","0","0","6","0","1","0","0","0","0","0","0","0"
"5歳","126","0","2","10","42","10","1","6","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0"
"6歳","103","0","0","8","37","6","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"7歳","89","0","0","6","33","2","1","4","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"8歳","71","0","0","9","23","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","63","0","0","2","20","0","0","5","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"10〜14歳","109","0","0","4","51","3","0","2","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0"
"15〜19歳","24","0","0","0","24","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0"
"20〜29歳","70","3","1","4","159","0","1","0","0","1","0","0","0","4","0","0","0","0","0","0","0","0","0"
"30〜39歳","135","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0"
"40〜49歳","62","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","26","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1132","4","9","62","649","110","13","22","33","1","0","1","1","40","3","1","0","5","0","0","3","0","0"
