"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","377","10","1376","5","0","11","58","1","2","3","3","4","2","1","1","0","2","0","0","0","0","0","1","1","","","","","","",""
"区南部","314","17","1080","5","1","14","55","2","3","6","3","2","0","1","0","0","1","0","0","0","0","0","1","0","","","","","","",""
"区西南部","506","32","1428","10","2","7","27","2","1","1","2","3","1","1","0","0","1","0","0","1","0","1","3","2","","","","","","",""
"区西部","498","25","1469","3","2","9","44","1","1","0","2","1","0","0","1","0","0","0","0","1","0","0","5","2","","","","","","",""
"区西北部","519","35","2207","5","2","28","58","4","2","3","2","10","0","2","0","0","3","0","0","0","0","0","1","2","","","","","","",""
"区東北部","490","31","1804","9","8","17","44","2","2","3","7","1","1","1","0","0","0","0","0","0","0","0","1","1","","","","","","",""
"区東部","537","20","1689","7","0","17","59","3","3","3","4","4","1","0","1","0","1","1","0","1","0","0","1","2","","","","","","",""
"西多摩","85","15","306","1","1","7","5","0","3","0","0","1","0","0","0","0","0","0","0","2","0","0","2","1","","","","","","",""
"南多摩","553","47","2958","2","2","69","136","5","3","3","3","3","1","0","0","0","2","0","0","0","0","0","0","1","","","","","","",""
"北多摩西部","186","18","562","3","0","10","11","1","10","2","3","1","1","1","0","0","1","0","0","0","0","0","1","1","","","","","","",""
"北多摩南部","474","22","1761","5","2","19","48","3","1","5","2","1","1","1","1","0","2","0","0","0","0","0","8","4","","","","","","",""
"北多摩北部","305","21","1184","4","5","31","49","1","1","2","5","1","1","2","1","0","0","0","0","1","0","0","3","4","","","","","","",""
"島しょ","1","1","24","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","4845","294","17848","62","25","239","594","25","32","31","36","32","9","10","5","0","13","1","0","6","0","1","27","21","","","","","","",""
