"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","1","0","0","0","12","2","0","0","4","1","0","0","0","0","0","0","0","0","0","0"
"〜1歳","9","2","0","1","82","8","0","0","47","2","1","0","1","0","0","0","0","0","0","0"
"1歳","37","2","8","4","173","25","3","0","62","0","0","4","0","0","0","0","0","0","0","0"
"2歳","49","2","3","12","136","38","2","2","5","0","0","4","1","0","0","0","0","0","0","0"
"3歳","83","0","6","24","104","25","3","9","0","0","1","12","2","0","0","0","0","0","1","0"
"4歳","90","0","7","20","60","18","3","8","1","0","3","13","1","1","0","0","0","0","0","0"
"5歳","123","1","7","33","57","17","0","10","1","0","1","9","1","0","0","0","0","0","1","0"
"6歳","117","0","0","30","50","12","0","5","1","0","0","6","0","0","0","1","0","0","1","0"
"7歳","85","0","0","29","45","2","0","3","0","0","1","8","0","0","0","0","0","0","0","0"
"8歳","69","0","0","33","22","3","0","0","0","0","0","5","1","0","0","0","0","0","0","0"
"9歳","38","0","0","7","17","4","0","4","0","0","0","6","0","0","0","0","0","0","0","0"
"10〜14歳","114","0","2","15","60","4","1","2","0","0","0","11","0","0","0","0","0","0","2","0"
"15〜19歳","61","0","2","4","14","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0"
"20〜29歳","93","0","4","13","98","2","0","0","0","5","0","1","0","0","0","1","0","0","0","0"
"30〜39歳","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0"
"40〜49歳","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50〜59歳","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"60〜69歳","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1095","7","39","225","930","160","12","44","121","8","7","80","7","1","0","14","0","0","6","0"
