"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","39","38","20","28","0","0","4","1","1","0","",""
"区南部","9","3","1","9","0","0","4","0","0","0","",""
"区西南部","8","3","0","2","0","0","3","2","0","0","",""
"区西部","27","16","37","17","1","8","14","0","0","0","",""
"区西北部","16","3","7","9","0","0","3","2","0","0","",""
"区東北部","3","0","0","0","0","0","0","1","0","0","",""
"区東部","11","9","2","7","0","1","2","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","3","0","0","0","",""
"北多摩西部","1","0","0","0","0","0","1","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","16","7","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","1","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","114","72","67","72","1","9","51","14","1","0","",""
