"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","7","8","0"
"1〜4歳","0","0","0","0","0","0","7","17","0"
"5〜9歳","0","0","0","0","0","0","1","3","0"
"10〜14歳","0","0","0","0","0","0","1","0","1"
"15〜19歳","3","1","0","0","0","0","0","0","0"
"20〜24歳","11","3","2","8","0","0","0","0","0"
"25〜29歳","16","4","10","16","0","1","1","0","0"
"30〜34歳","18","8","10","17","1","1","3","0","0"
"35〜39歳","15","10","9","11","0","1","0","0","0"
"40〜44歳","10","6","1","7","0","1","0","0","0"
"45〜49歳","9","2","3","5","0","0","0","0","0"
"50〜54歳","5","2","1","2","0","0","4","1","0"
"55〜59歳","2","3","1","0","0","0","7","1","1"
"60〜64歳","2","2","0","0","0","0","10","2","0"
"65〜69歳","1","0","0","0","0","0","9","1","0"
"70歳以上","0","1","0","0","0","0","40","8","1"
"合計","92","42","37","66","1","4","90","41","3"
