"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","1","0","0"
"1〜4歳","0","0","0","0","0","0","2","1","0"
"5〜9歳","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","0","1","1","3","0","0","1","0","0"
"20〜24歳","13","4","3","5","0","0","0","0","0"
"25〜29歳","31","5","1","11","0","0","0","1","0"
"30〜34歳","17","5","4","11","0","0","0","0","0"
"35〜39歳","16","2","1","4","0","0","0","0","0"
"40〜44歳","14","4","5","10","0","0","0","1","0"
"45〜49歳","9","2","9","10","0","0","0","0","0"
"50〜54歳","6","0","3","1","0","0","1","0","0"
"55〜59歳","2","0","2","4","0","0","1","0","0"
"60〜64歳","3","2","0","0","0","0","0","0","0"
"65〜69歳","0","0","1","0","0","0","2","1","0"
"70歳以上","0","1","0","0","0","0","16","2","0"
"合計","111","26","30","59","0","0","25","6","0"
