"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","1","83","2","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"中央区","1","1","110","0","4","1","16","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","0","1","196","3","0","7","20","0","2","2","1","4","0","1","0","0","0","0","0","0","1","0","0","3","","","","","","",""
"新宿区","1","9","164","0","2","5","13","1","0","0","0","3","0","0","0","0","1","0","0","1","0","0","0","2","","","","","","",""
"文京","2","2","279","0","2","11","16","4","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","","","","","","",""
"台東","1","2","225","0","2","5","30","1","2","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","1","2","74","0","1","4","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"江東区","1","7","404","2","5","12","65","5","2","0","0","2","0","1","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"品川区","1","2","208","0","1","10","16","1","1","2","2","3","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","0","3","146","0","1","12","14","3","0","5","2","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","4","9","393","1","6","24","62","2","10","5","2","3","1","1","0","0","0","0","1","0","0","0","0","0","","","","","","",""
"世田谷","2","10","567","0","0","24","41","6","4","2","1","5","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"渋谷区","0","1","71","0","0","2","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"中野区","0","3","498","1","0","24","21","2","1","0","3","3","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"杉並","1","6","248","2","0","7","20","1","0","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","","","","","","",""
"池袋","1","5","250","0","4","7","23","4","1","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"北区","1","9","271","0","4","26","31","2","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","0","3","287","1","5","10","20","0","1","3","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","0","6","341","0","0","7","16","10","2","4","0","0","0","1","0","0","0","0","0","2","0","0","0","1","","","","","","",""
"練馬区","3","10","515","0","6","34","33","9","3","1","4","2","2","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","2","8","573","2","3","12","34","1","1","10","2","1","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","1","6","353","0","1","8","23","1","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"江戸川","1","11","508","0","6","27","29","3","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"八王子市","0","8","962","1","5","21","69","4","4","17","4","1","1","0","1","0","0","0","0","0","0","0","1","0","","","","","","",""
"町田市","2","7","817","1","0","36","72","3","1","10","5","3","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","0","1","115","0","0","4","13","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"南多摩","2","9","376","0","2","12","27","4","1","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","1","4","402","1","1","33","26","12","0","1","1","1","5","0","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"多摩府中","4","8","1013","1","2","56","84","12","0","7","4","0","2","2","2","0","0","0","0","2","0","0","1","3","","","","","","",""
"多摩小平","4","8","740","0","8","35","84","2","1","11","3","3","3","0","0","0","1","1","0","0","0","0","0","4","","","","","","",""
"島しょ","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","37","162","11197","18","71","476","935","95","40","92","46","41","20","9","7","0","11","1","1","5","1","0","2","18","","","","","","",""
