"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","10","60","0","1","0","3","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","5","","","","","","",""
"中央区","0","15","119","1","0","0","17","0","1","2","2","5","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"みなと","0","24","201","6","0","0","3","4","1","0","0","8","0","0","0","0","0","0","0","0","0","0","0","6","","","","","","",""
"新宿区","4","22","129","5","0","1","4","0","1","0","1","4","1","0","0","0","1","0","1","0","0","0","1","2","","","","","","",""
"文京","2","15","271","4","0","1","13","2","3","1","1","6","0","0","1","0","0","0","0","0","0","0","0","2","","","","","","",""
"台東","1","15","246","0","0","0","27","0","2","1","0","12","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","1","23","73","2","0","1","0","0","0","0","2","3","0","4","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"江東区","3","23","463","6","4","6","34","1","3","0","2","12","0","1","1","0","1","0","0","0","0","0","0","0","","","","","","",""
"品川区","0","27","145","0","0","3","4","0","3","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"目黒区","0","21","143","2","1","3","9","0","1","2","0","14","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","3","48","406","14","4","15","31","0","7","5","1","20","0","2","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"世田谷","4","58","563","3","5","9","25","1","2","2","1","19","0","1","0","0","1","0","0","0","0","0","0","3","","","","","","",""
"渋谷区","1","15","87","0","0","0","5","1","0","0","0","2","0","0","0","0","2","0","1","0","0","0","0","2","","","","","","",""
"中野区","3","20","419","5","0","7","10","0","3","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","7","34","307","17","1","4","14","1","2","0","2","10","0","1","1","0","0","0","0","2","0","0","0","7","","","","","","",""
"池袋","1","30","261","1","0","1","4","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"北区","1","48","373","4","1","6","12","0","4","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","0","25","221","8","2","1","14","0","2","0","2","4","0","3","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","3","45","390","2","1","2","21","1","1","2","1","3","0","1","0","0","1","0","0","0","0","0","0","2","","","","","","",""
"練馬区","5","60","382","6","2","13","24","4","0","0","1","16","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"足立","0","67","619","9","4","10","25","3","1","1","1","7","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","0","38","343","2","0","8","17","2","3","1","2","6","0","0","0","0","0","0","1","2","0","0","0","2","","","","","","",""
"江戸川","0","78","575","5","5","13","16","4","7","3","3","15","0","1","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"八王子市","1","34","825","5","1","22","28","2","3","10","2","19","1","0","0","0","3","0","0","0","0","0","0","1","","","","","","",""
"町田市","3","32","758","6","2","17","48","4","7","6","2","21","1","1","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","1","33","182","0","1","3","15","1","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","2","","","","","","",""
"南多摩","2","41","377","3","1","7","24","3","0","3","2","3","1","3","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","0","46","401","4","0","16","20","4","3","3","1","6","0","0","0","0","1","0","0","1","0","0","0","3","","","","","","",""
"多摩府中","2","60","785","5","6","19","36","3","10","2","4","18","1","4","0","0","0","0","0","1","0","0","0","5","","","","","","",""
"多摩小平","3","55","633","14","4","14","48","2","3","7","3","29","0","0","0","0","1","0","0","1","0","0","0","2","","","","","","",""
"島しょ","0","18","29","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"合計","51","1080","10786","139","46","202","551","43","75","56","37","283","5","25","3","0","15","0","3","7","0","0","1","47","","","","","","",""
