"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","8","0","0","5","0","4","0","4","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","14","0","0","40","1","45","1","36","0","32","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","19","6","0","52","16","140","1","35","0","42","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","0","6","6","2","43","4","68","2","9","0","41","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","0","4","8","10","31","11","57","2","2","0","36","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","0","1","6","6","38","12","47","8","0","0","28","3","0","1","0","0","0","1","4","0","0","0","0","0","0","0","0","0"
"5歳","0","1","2","12","24","5","38","2","0","0","18","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","0","0","1","15","17","3","21","1","0","0","11","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","0","10","18","0","12","1","0","0","6","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","8","15","0","6","1","0","0","3","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"9歳","0","0","2","3","11","1","5","1","0","0","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"10〜14歳","1","0","0","10","34","0","6","1","0","0","6","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","0","9","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","2","7","57","0","11","0","0","1","7","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1","53","33","83","394","53","463","21","86","1","233","27","12","1","0","8","1","1","13","0","0","0","0","0","0","0","0","0"
