"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","9","17","1","3","17","22","12","95","7","3","0","1","1","0","0","0","0","0","1","0","0","0","5","","","","","",""
"区南部","13","18","5","6","13","54","2","71","20","3","8","0","0","0","0","1","0","0","1","0","0","0","0","","","","","",""
"区西南部","22","12","2","2","17","26","0","101","4","2","8","0","0","0","0","0","1","0","1","0","0","0","4","","","","","",""
"区西部","14","14","0","3","30","31","2","72","17","1","1","0","0","0","0","1","0","0","23","0","0","1","2","","","","","",""
"区西北部","36","38","2","5","26","35","3","165","24","5","3","0","1","0","0","4","1","1","2","0","0","0","1","","","","","",""
"区東北部","11","28","5","2","22","33","2","123","6","3","1","0","0","0","0","1","0","0","3","0","0","0","2","","","","","",""
"区東部","27","24","3","4","36","44","0","144","18","7","5","2","0","0","0","1","0","0","8","0","0","0","0","","","","","",""
"西多摩","1","6","0","0","1","3","1","25","1","1","0","0","0","0","0","0","0","0","5","0","0","0","1","","","","","",""
"南多摩","10","23","5","0","35","53","5","186","25","0","6","1","0","0","0","1","0","0","0","0","0","1","8","","","","","",""
"北多摩西部","12","12","0","0","21","20","3","52","5","0","4","0","0","0","0","1","0","0","0","0","0","0","1","","","","","",""
"北多摩南部","11","24","1","2","28","30","0","117","21","2","3","0","4","0","0","0","0","1","4","0","0","0","3","","","","","",""
"北多摩北部","6","14","4","3","32","24","1","125","8","2","4","0","1","0","0","1","0","0","7","0","0","0","4","","","","","",""
"島しょ","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"合計","172","236","28","30","278","375","31","1276","156","29","43","4","7","0","0","11","2","2","55","0","0","2","33","","","","","",""
