"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","5","37","5","1","31","33","1","20","2","2","3","2","0","0","0","1","0","0","0","0","0","1","3","","","","","",""
"区南部","5","39","18","10","32","54","1","9","1","3","5","4","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"区西南部","4","53","15","2","45","41","8","10","5","1","6","0","3","1","0","1","0","0","1","0","0","1","7","","","","","",""
"区西部","0","50","14","6","33","56","8","10","0","2","1","0","0","1","0","1","0","0","0","0","0","0","9","","","","","",""
"区西北部","2","68","23","7","94","75","2","9","2","4","3","2","0","0","0","3","0","0","2","0","0","0","1","","","","","",""
"区東北部","2","57","26","13","50","80","3","11","0","8","4","2","1","0","0","0","0","0","0","0","0","0","4","","","","","",""
"区東部","1","71","15","3","59","63","1","33","0","2","7","1","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"西多摩","1","23","1","0","8","8","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"南多摩","4","65","11","7","74","132","3","12","0","4","1","2","0","0","0","1","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","2","28","21","2","24","31","1","6","0","3","0","2","0","0","0","0","0","0","0","0","0","0","2","","","","","",""
"北多摩南部","2","58","7","0","51","53","1","14","21","5","5","2","6","0","0","1","0","0","2","0","0","0","9","","","","","",""
"北多摩北部","7","41","15","11","68","61","3","6","0","6","1","0","1","0","0","0","0","0","0","0","0","0","7","","","","","",""
"島しょ","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","35","591","172","62","569","687","32","140","32","41","36","18","11","2","0","8","0","0","5","0","0","2","46","","","","","",""
