"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中央区","1","0","0","1","5","2","2","0","1","0","4","1","0","0","0","0","0","0","0","0","","","","","",""
"みなと","9","0","0","1","14","1","7","0","5","0","7","4","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","6","0","0","2","5","0","3","1","0","0","4","0","0","0","0","2","0","0","1","0","","","","","",""
"文京","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"台東","2","4","1","2","10","1","0","4","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","7","0","0","4","7","0","5","0","1","0","2","3","0","0","0","1","0","0","0","0","","","","","",""
"江東区","17","0","0","3","11","3","8","0","2","0","3","0","2","0","0","0","0","0","0","0","","","","","",""
"品川区","9","0","0","3","17","1","10","0","1","0","4","0","0","0","0","2","0","0","0","0","","","","","",""
"目黒区","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","19","3","3","2","16","2","3","2","0","2","12","2","0","0","0","1","0","0","0","0","","","","","",""
"世田谷","18","0","2","2","5","0","12","2","0","0","15","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","4","0","3","0","1","0","3","0","0","0","2","0","0","0","0","1","0","0","0","0","","","","","",""
"中野区","7","0","0","1","13","1","7","0","0","0","7","1","1","0","0","0","0","0","0","0","","","","","",""
"杉並","8","0","0","0","6","0","10","1","1","0","3","3","0","0","0","1","0","0","0","0","","","","","",""
"池袋","3","0","1","0","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","6","0","1","0","0","0","1","1","1","0","1","1","5","0","0","1","0","0","0","0","","","","","",""
"荒川区","0","2","0","0","2","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","9","0","0","0","2","3","1","1","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","17","0","0","0","3","1","8","0","1","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","4","0","1","1","4","1","3","1","4","0","0","2","2","0","0","1","0","0","0","0","","","","","",""
"葛飾区","10","0","0","1","0","3","9","1","1","0","3","7","0","0","0","0","0","0","1","0","","","","","",""
"江戸川","11","3","2","3","6","1","17","1","3","0","17","2","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","8","0","1","5","21","1","7","1","4","1","6","14","4","0","0","0","0","0","0","0","","","","","",""
"町田市","8","0","0","3","11","1","9","4","7","0","9","11","4","0","0","0","0","0","0","0","","","","","",""
"西多摩","4","0","0","0","7","1","8","0","3","0","2","9","0","0","0","0","0","1","0","0","","","","","",""
"南多摩","14","0","0","0","6","1","1","0","3","0","1","3","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","5","0","0","0","6","0","1","0","1","0","2","2","0","0","0","1","0","0","0","0","","","","","",""
"多摩府中","36","0","0","2","3","1","4","2","2","0","11","0","1","0","0","0","0","1","0","0","","","","","",""
"多摩小平","10","1","0","4","18","9","5","0","7","0","7","1","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","11","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","267","13","16","40","204","36","149","25","50","3","128","68","19","1","0","13","0","2","2","0","","","","","",""
