"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","15","0","6","29","64","6","20","0","8","2","1","4","0","0","2","0","0","1","0","0","0","","","","","",""
"区南部","29","5","15","28","74","2","11","1","4","0","3","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","42","0","2","37","68","13","19","0","3","0","1","0","0","0","0","0","0","1","0","0","0","","","","","",""
"区西部","31","1","2","33","60","3","9","2","5","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"区西北部","33","5","5","34","78","6","14","4","10","6","0","0","0","0","1","0","0","1","0","0","1","","","","","",""
"区東北部","19","4","6","45","84","9","11","8","3","3","0","0","0","0","1","0","0","3","0","0","0","","","","","",""
"区東部","29","3","4","45","78","5","12","6","4","3","0","0","0","0","1","0","0","2","0","0","0","","","","","",""
"西多摩","7","0","2","6","9","3","3","0","2","0","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"南多摩","40","3","3","67","81","10","48","0","13","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩西部","15","4","6","11","27","5","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","88","2","3","33","52","2","29","2","8","1","0","0","0","0","0","0","0","1","0","0","0","","","","","",""
"北多摩北部","32","2","4","27","28","7","30","2","3","0","1","1","0","0","3","0","0","0","0","0","0","","","","","",""
"島しょ","20","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","400","29","58","395","703","71","218","26","64","15","6","6","1","0","8","0","0","11","0","0","1","","","","","",""
