"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","1","0","5","22","38","7","3","5","6","1","10","1","0","1","0","1","0","0","1","0","0","0","","","","","",""
"区南部","0","0","22","27","89","15","0","5","11","1","9","3","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","3","6","8","45","78","18","2","17","15","0","27","1","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","15","23","67","7","7","0","8","0","9","1","0","1","0","0","0","0","0","0","0","1","","","","","",""
"区西北部","0","0","10","41","78","12","10","2","15","0","13","5","2","0","0","1","0","1","0","0","1","0","","","","","",""
"区東北部","0","2","14","54","91","12","5","2","22","1","22","7","0","0","0","1","0","0","0","1","0","0","","","","","",""
"区東部","0","1","7","41","116","20","6","7","16","0","88","4","1","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","3","2","10","6","2","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","1","13","90","162","37","21","17","22","0","34","6","6","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","0","1","3","21","32","3","0","5","7","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","1","6","28","100","10","3","3","14","1","15","0","2","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","1","10","34","39","6","1","4","7","0","30","2","1","0","0","1","0","0","1","0","0","0","","","","","",""
"島しょ","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","4","13","116","429","900","154","60","68","143","4","266","30","16","2","0","7","0","1","2","1","1","1","","","","","",""
