"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","7","4","0","0","25","0","4","1","19","0","0","0","0","0","0","0","0","0","0","0"
"1歳","13","1","0","0","25","6","9","0","25","0","10","5","1","0","0","0","0","0","0","0"
"2歳","18","1","0","4","10","13","5","0","4","0","1","6","0","0","0","0","1","0","1","0"
"3歳","26","0","0","4","9","7","9","0","0","0","3","7","1","0","0","0","0","0","1","0"
"4歳","48","0","0","11","15","2","4","1","0","0","0","11","0","0","0","0","0","0","0","0"
"5歳","43","0","1","12","10","3","3","1","0","0","1","11","0","0","0","0","0","0","0","0"
"6歳","53","0","0","2","11","2","1","1","0","0","0","6","0","0","0","0","0","0","0","0"
"7歳","76","0","0","7","12","3","0","0","0","0","0","7","1","0","0","0","0","0","0","0"
"8歳","89","0","0","5","6","1","2","0","0","0","0","4","0","0","0","0","0","0","0","0"
"9歳","90","0","0","1","12","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0"
"10〜14歳","569","0","1","4","19","0","2","0","0","1","1","2","0","1","0","0","0","0","4","0"
"15〜19歳","289","0","0","3","7","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"20〜29歳","86","0","0","0","18","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0"
"30〜39歳","31","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0"
"40〜49歳","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"50〜59歳","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"70〜79歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1490","8","2","53","180","37","39","4","49","3","17","62","3","1","1","11","1","0","6","0"
