"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0"
"〜1歳","3","1","0","0","14","0","1","0","29","0","2","0","0","0","0","0","0","0","0","0"
"1歳","7","2","0","0","15","5","13","1","22","1","10","0","1","0","0","0","0","0","0","0"
"2歳","13","1","0","0","12","5","3","0","1","0","4","3","2","0","0","0","0","0","0","0"
"3歳","27","0","1","0","6","3","2","0","3","0","0","7","1","0","0","0","0","0","1","0"
"4歳","41","0","1","4","11","2","2","1","0","0","3","8","0","0","0","0","0","0","0","0"
"5歳","43","0","0","8","7","2","0","4","0","0","2","10","0","0","0","0","0","0","0","0"
"6歳","51","0","0","6","9","1","1","1","0","0","0","8","0","0","0","0","0","0","0","0"
"7歳","54","0","0","5","7","2","1","0","0","0","1","3","0","0","0","0","0","0","0","0"
"8歳","83","0","0","3","6","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"9歳","64","0","0","1","10","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0"
"10〜14歳","532","0","0","2","13","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"15〜19歳","232","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","46","0","0","4","29","0","1","0","0","2","0","2","0","0","0","2","0","0","0","0"
"30〜39歳","57","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0"
"40〜49歳","54","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"70〜79歳","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1326","5","2","34","147","23","26","7","55","4","22","45","5","0","1","4","1","0","1","0"
