"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","1","0"
"1〜4歳","0","0","0","0","0","0","1","0","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","8","1","2","2","0","0","1","1","0"
"20〜24歳","71","3","14","22","2","0","1","0","0"
"25〜29歳","47","8","8","18","3","0","0","1","0"
"30〜34歳","40","3","11","13","1","0","0","0","0"
"35〜39歳","26","5","7","12","1","0","2","1","0"
"40〜44歳","19","10","3","2","1","0","0","0","0"
"45〜49歳","16","3","6","4","0","0","1","0","0"
"50〜54歳","12","2","4","5","0","0","2","0","0"
"55〜59歳","3","0","3","2","0","0","2","0","0"
"60〜64歳","2","1","1","2","0","0","0","0","0"
"65〜69歳","0","0","1","0","0","0","4","0","0"
"70歳以上","2","0","1","2","0","0","40","3","0"
"合計","246","36","61","84","8","0","60","7","0"
