"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","3","2","0","0","0","0","8","0","1","0","1","0","0","0","0","0","0","1","0","0","4","3","0","2","2","0"
"中央区","0","0","0","5","8","2","9","0","4","0","2","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0"
"みなと","5","0","7","2","16","2","7","0","2","0","5","1","0","1","0","0","0","1","0","0","8","6","0","1","1","0"
"新宿区","13","0","2","5","11","1","5","0","1","0","10","1","0","0","0","3","0","0","4","0","9","6","2","2","2","0"
"文京","9","0","0","0","1","1","3","0","4","0","5","1","0","0","0","1","0","0","0","0","5","3","1","1","1","0"
"台東","4","0","2","3","19","1","1","3","2","0","2","0","0","0","0","0","0","0","0","0","5","3","0","0","0","0"
"墨田区","17","0","0","3","10","0","6","1","3","0","0","10","0","0","0","0","0","0","0","0","6","3","1","1","1","0"
"江東区","22","0","0","3","35","3","18","1","4","0","14","6","2","0","0","1","0","0","0","0","9","4","1","0","0","0"
"品川区","9","0","0","1","35","3","8","2","3","0","3","2","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"目黒区","2","0","0","1","1","0","2","0","1","0","2","0","0","0","0","2","0","0","0","0","6","3","1","0","0","0"
"大田区","23","4","7","9","46","6","11","2","6","1","18","3","4","0","0","2","0","0","0","0","16","9","2","1","1","0"
"世田谷","31","0","2","3","13","5","13","4","2","0","28","5","0","0","0","0","0","0","0","0","16","8","2","2","2","0"
"渋谷区","4","0","0","1","12","0","6","0","1","0","9","1","0","0","0","1","0","0","0","0","6","4","1","1","1","0"
"中野区","6","1","0","1","27","3","12","1","1","0","9","0","0","0","0","0","0","0","0","0","9","6","1","1","1","0"
"杉並","9","0","3","3","41","5","32","0","4","0","8","2","0","0","0","1","0","0","0","0","12","6","1","1","1","0"
"池袋","6","0","1","2","6","0","6","3","2","0","5","0","0","0","0","0","0","0","0","0","7","4","1","1","1","0"
"北区","4","0","0","0","8","1","4","0","1","0","1","2","3","0","0","0","0","0","0","0","7","4","1","0","0","0"
"荒川区","3","0","1","2","7","1","0","2","1","0","1","0","1","0","0","1","0","0","0","0","4","2","1","0","0","0"
"板橋区","5","0","0","0","10","0","10","1","1","1","1","3","0","0","0","2","0","0","0","0","12","6","2","1","1","0"
"練馬区","11","0","0","2","12","1","17","0","7","0","7","1","1","0","0","1","0","0","0","0","12","5","2","0","0","0"
"足立","9","0","1","1","5","3","9","0","2","0","4","5","0","0","2","0","0","0","0","0","12","5","2","0","0","0"
"葛飾区","4","0","1","2","9","5","18","1","5","0","12","4","0","0","0","0","0","0","4","0","9","4","1","1","1","0"
"江戸川","7","0","9","2","10","2","24","2","4","0","33","4","0","0","0","2","0","0","0","0","11","5","2","0","0","0"
"八王子市","4","0","0","17","35","12","18","2","10","0","7","14","2","1","0","0","0","0","0","0","10","4","2","1","1","0"
"町田市","12","0","0","13","17","8","13","5","8","0","24","15","9","0","0","0","0","0","0","0","9","4","1","0","0","0"
"西多摩","8","0","1","1","8","6","13","2","1","0","1","21","1","0","0","0","0","0","0","0","9","5","1","1","1","0"
"南多摩","14","0","0","1","7","0","8","5","1","0","6","4","1","0","0","0","0","0","0","0","9","4","1","0","0","0"
"多摩立川","5","0","0","0","12","1","1","0","0","0","3","10","0","0","0","0","0","0","0","0","13","6","2","1","1","0"
"多摩府中","21","0","1","0","10","4","10","7","3","0","15","5","1","0","0","0","0","0","3","0","21","10","3","2","3","0"
"多摩小平","7","0","1","12","28","5","1","1","7","0","21","5","1","0","0","0","0","0","0","0","14","6","2","2","2","0"
"島しょ","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","1","1","0"
"合計","277","7","39","95","459","81","293","45","92","2","257","126","26","2","2","17","0","2","11","0","286","148","39","24","25","0"
