"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）","ＩＣＵ入室（COVID-19入院）","人工呼吸器の利用（COVID-19入院）","いずれにも該当せず（COVID-19入院）"
"〜5ヶ月","0","7","1879","9","0","0","19","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"〜1歳","7","12","*","27","4","4","137","4","1","0","10","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","3","16","7995","42","16","19","229","5","4","15","33","0","0","4","3","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1"
"2歳","10","4","*","19","8","47","164","3","3","22","11","0","1","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","18","4","*","2","4","72","161","5","2","24","5","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"4歳","11","3","*","1","10","89","150","8","0","27","4","0","1","1","2","0","1","0","0","1","1","1","1","0","0","0","0","0","0","1","0","0","0","0"
"5歳","14","2","4111","1","4","102","145","7","1","40","0","0","2","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"6歳","28","3","*","0","3","152","131","16","1","34","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","24","3","*","2","5","117","152","23","1","21","0","0","0","2","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1"
"8歳","11","7","*","0","3","103","149","11","1","19","0","0","1","3","0","0","1","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","1"
"9歳","23","5","*","2","2","74","92","21","0","15","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","71","16","1781","0","3","93","254","31","0","9","0","0","4","1","0","0","1","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","72","21","763","0","0","6","54","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","27","54","771","0","1","36","170","0","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"30〜39歳","25","58","1041","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"40〜49歳","25","64","954","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","1"
"50〜59歳","17","64","766","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","1","0","2"
"60〜69歳","4","44","539","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","2"
"70〜79歳","2","32","412","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","9"
"80歳以上","2","11","259","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","2","1","14"
"合計","394","430","21271","105","63","914","2007","134","15","228","65","0","9","20","8","0","21","0","0","3","1","6","1","42","0","0","0","0","0","1","0","4","1","37"
