"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","0","0","1","0","3","3","2","0","15","0","0","6","0","0","3","0","0","1","0","0","0","0","0","0"
"〜1歳","0","0","2","0","20","12","15","1","51","0","0","45","2","1","2","0","0","0","0","0","0","0","0","0"
"1歳","0","0","3","1","40","14","67","1","21","0","1","119","7","6","4","1","0","1","0","0","0","0","0","0"
"2歳","0","0","2","2","36","26","49","3","0","0","1","108","1","11","3","1","0","0","0","0","0","0","0","0"
"3歳","0","0","1","13","30","51","58","8","0","0","1","125","0","12","2","0","0","0","0","0","0","0","0","0"
"4歳","0","0","1","20","27","23","46","8","0","0","0","82","0","18","0","0","0","0","0","0","0","0","0","0"
"5歳","0","0","1","13","36","20","34","16","0","0","0","51","0","29","0","0","0","1","0","0","0","0","0","0"
"6歳","0","0","0","11","31","11","8","8","0","0","0","27","0","12","0","0","0","0","0","0","0","0","0","0"
"7歳","0","0","1","5","15","8","9","6","1","0","0","14","1","10","0","0","0","0","0","0","0","0","0","0"
"8歳","0","0","0","7","16","1","0","8","0","0","0","6","0","7","1","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","2","8","1","0","3","0","0","0","4","1","4","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","0","4","25","3","1","3","0","0","0","6","2","4","0","0","0","1","0","0","0","0","0","0"
"15〜19歳","0","0","0","1","11","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0"
"20〜29歳","0","0","1","11","51","0","7","1","0","0","1","11","1","2","0","0","0","8","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","0","0","13","90","349","174","296","66","88","0","5","605","15","116","15","2","0","30","0","0","0","0","0","0"
