"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","6","1","1","23","4","0","0","5","1","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","5","12","2","103","16","44","12","95","0","37","0","13","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1歳","0","3","40","19","166","59","170","16","108","0","111","0","26","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"2歳","0","1","26","35","121","66","138","16","19","0","72","4","7","2","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"3歳","0","2","38","72","134","47","111","30","3","0","62","12","6","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","0","1","28","79","107","64","75","45","1","1","56","23","8","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0"
"5歳","0","1","17","92","78","52","57","43","0","0","19","28","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"6歳","0","0","13","74","79","34","27","28","1","0","9","15","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","1","0","9","54","61","21","11","16","0","0","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","2","0","4","35","46","8","8","16","0","0","2","6","3","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"9歳","1","0","0","19","55","7","9","12","0","0","4","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","6","47","114","3","4","14","0","1","4","4","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"15〜19歳","0","0","0","3","28","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"20〜29歳","1","0","3","31","133","3","9","12","0","4","6","1","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","9","19","197","563","1248","384","663","260","232","7","389","98","79","9","0","17","1","1","18","0","0","0","0","0","0","0","0","0"
