"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","30","8","2","0","5","0","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","56","9","5","1","42","0","9","0","8","6","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"1歳","17","85","13","23","4","82","0","40","1","15","25","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0"
"2歳","15","47","5","32","9","75","0","28","1","7","16","1","4","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","20","61","3","28","22","57","0","25","0","2","20","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"4歳","33","62","0","22","24","44","1","17","0","2","18","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","31","66","2","19","40","34","1","5","1","0","10","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","41","62","1","18","20","31","0","6","1","0","5","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"7歳","48","71","0","8","23","33","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","41","76","0","3","17","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"9歳","36","68","0","1","13","17","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","92","336","1","2","20","46","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0"
"15〜19歳","83","214","1","1","2","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0"
"20〜29歳","58","391","0","4","13","20","0","2","0","0","1","0","0","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","1"
"30〜39歳","27","352","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","42","384","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","63","446","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","6","234","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","3","195","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"80歳以上","3","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","2","0"
"合計","661","3335","43","168","208","515","3","139","4","35","102","8","8","3","0","14","1","1","1","0","0","11","0","0","1","0","0","10","1"
