"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"千代田","0","0","0","0","0","0","1","0","0","",""
"中央区","0","1","0","1","0","0","0","0","0","",""
"みなと","16","4","1","2","0","0","0","0","0","",""
"新宿区","17","6","2","3","2","0","12","3","1","",""
"文京","0","0","0","0","0","0","0","4","0","",""
"台東","32","23","2","4","13","0","0","0","0","",""
"墨田区","0","1","0","0","0","0","0","0","0","",""
"江東区","7","1","1","2","0","0","0","0","0","",""
"品川区","0","0","0","0","0","0","0","0","0","",""
"目黒区","0","0","0","0","0","0","0","0","0","",""
"大田区","0","0","0","0","0","0","0","0","0","",""
"世田谷","0","0","0","0","0","0","6","0","0","",""
"渋谷区","0","0","0","1","0","0","9","7","0","",""
"中野区","0","0","0","0","0","0","0","0","0","",""
"杉並","0","0","0","0","0","0","1","0","0","",""
"池袋","13","2","0","4","0","0","6","0","0","",""
"北区","0","0","0","0","0","0","0","0","0","",""
"荒川区","1","0","0","0","0","0","0","0","0","",""
"板橋区","0","0","1","0","0","0","0","0","0","",""
"練馬区","0","0","0","0","0","0","0","0","0","",""
"足立","0","1","0","0","0","0","0","0","0","",""
"葛飾区","0","0","0","0","0","0","4","0","0","",""
"江戸川","0","0","0","0","0","0","0","0","0","",""
"八王子","7","1","2","0","16","0","2","0","0","",""
"秋川","0","0","0","0","0","0","0","0","0","",""
"町田市","2","0","1","0","1","0","0","0","0","",""
"多摩川","0","0","0","0","0","0","0","0","0","",""
"南多摩","0","0","0","0","0","0","0","0","0","",""
"多摩立川","3","0","0","9","0","0","0","0","0","",""
"村山大和","0","0","0","0","0","0","0","0","0","",""
"府中小金井","0","0","0","0","0","0","0","0","0","",""
"狛江調布","0","0","0","0","0","0","0","0","0","",""
"三鷹武蔵野","0","0","0","0","0","0","0","0","0","",""
"多摩小平","0","0","0","0","0","0","0","0","0","",""
"多摩東村山","0","0","0","0","0","0","1","1","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","98","40","10","26","32","0","42","15","1","",""
