"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","6","3","2","8","64","6","0","4","2","0","0","0","0","2","1","1","0","2","0","0","0","0","0","","","","","",""
"区南部","13","0","1","10","67","11","0","3","3","0","2","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","14","0","0","7","68","13","1","3","4","0","0","0","0","3","0","0","0","1","0","0","0","0","0","","","","","",""
"区西部","20","0","0","7","72","8","0","1","1","0","0","0","0","3","1","0","0","3","0","0","0","0","0","","","","","",""
"区西北部","18","0","0","10","49","8","0","5","3","0","2","1","0","1","0","0","0","3","0","0","0","0","0","","","","","",""
"区東北部","9","0","0","10","51","5","0","4","2","0","1","0","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"区東部","14","2","1","17","119","10","0","6","3","0","1","0","0","3","0","0","0","3","0","0","0","0","0","","","","","",""
"西多摩","8","0","0","9","27","2","0","2","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","9","0","0","0","32","9","0","1","1","0","1","2","0","0","1","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","6","0","0","2","15","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","12","0","0","3","26","6","0","4","3","0","0","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"北多摩北部","19","1","1","8","41","7","0","1","1","0","1","0","1","1","0","0","0","0","0","1","0","0","0","","","","","",""
"島しょ","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"合計","152","6","5","92","631","87","1","35","24","1","11","3","1","18","3","1","0","15","1","1","0","0","0","","","","","",""
