"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","10","5","782","2","1","31","76","1","1","1","4","0","1","0","0","0","0","0","1","0","0","0","1","1","","","","","","",""
"区南部","6","7","533","2","10","19","72","3","1","9","1","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"区西南部","15","13","779","3","1","24","45","5","1","4","1","0","1","1","0","1","1","0","0","0","0","0","0","2","","","","","","",""
"区西部","4","13","812","6","2","38","34","8","2","3","3","0","2","1","2","0","1","0","0","1","0","1","0","1","","","","","","",""
"区西北部","16","15","1263","6","8","56","102","10","3","4","4","1","1","1","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"区東北部","10","16","949","3","3","12","81","1","1","15","7","0","0","0","1","0","1","0","0","0","0","0","1","1","","","","","","",""
"区東部","5","18","984","2","3","29","75","5","1","5","2","1","3","1","0","0","1","0","0","0","0","0","0","1","","","","","","",""
"西多摩","5","5","140","0","0","2","13","0","0","6","1","0","1","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"南多摩","7","22","1831","3","1","40","127","11","4","13","10","0","5","2","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"北多摩西部","13","7","381","1","0","23","30","3","1","5","1","1","2","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"北多摩南部","13","10","923","2","2","30","92","14","1","7","3","2","1","1","0","0","1","0","0","1","0","1","1","2","","","","","","",""
"北多摩北部","8","5","712","1","4","35","76","6","1","9","7","0","0","0","1","0","1","1","0","0","0","0","0","4","","","","","","",""
"島しょ","2","1","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","114","137","10104","31","35","339","823","67","17","81","44","5","18","7","4","1","10","1","1","2","0","2","3","13","","","","","","",""
