"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","6","3","0"
"1〜4歳","0","0","0","0","0","0","4","2","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","1","0","0","0","0","0","1","0","0"
"15〜19歳","18","4","6","6","2","2","0","0","0"
"20〜24歳","44","12","14","8","10","0","0","0","0"
"25〜29歳","38","12","4","11","9","0","0","0","0"
"30〜34歳","12","9","1","2","6","0","3","0","0"
"35〜39歳","14","8","0","1","4","0","0","0","0"
"40〜44歳","0","1","1","0","5","0","1","0","0"
"45〜49歳","0","1","0","1","5","0","1","0","0"
"50〜54歳","0","4","0","0","0","0","0","0","0"
"55〜59歳","0","0","0","0","0","0","2","0","0"
"60〜64歳","0","1","0","0","0","0","3","1","1"
"65〜69歳","0","0","0","0","0","0","7","1","0"
"70歳以上","0","1","0","0","1","0","18","1","1"
"合計","127","53","26","29","42","2","47","8","2"
