"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","11","7","7","13","89","1","5","2","3","0","2","5","0","2","0","2","0","0","3","0","","","","","",""
"区南部","14","6","3","10","136","5","0","5","5","1","1","3","2","0","0","0","0","0","0","0","","","","","",""
"区西南部","10","2","1","6","90","9","1","1","3","0","2","10","1","0","0","1","0","0","0","0","","","","","",""
"区西部","26","5","2","6","107","3","0","1","4","1","0","4","1","0","0","5","1","0","0","0","","","","","",""
"区西北部","33","1","2","10","105","6","3","4","6","1","2","3","0","0","0","1","0","0","0","0","","","","","",""
"区東北部","43","0","1","4","97","13","0","1","4","0","1","5","1","0","0","0","0","0","1","1","","","","","",""
"区東部","22","4","5","40","148","11","4","0","2","1","1","5","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","3","3","1","2","13","6","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","25","6","3","45","232","14","6","3","10","1","1","9","2","0","0","1","0","0","0","0","","","","","",""
"北多摩西部","6","0","0","6","15","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","8","2","1","6","43","3","1","0","3","0","0","2","0","0","0","0","1","0","0","0","","","","","",""
"北多摩北部","20","8","2","9","59","1","1","1","2","1","0","1","0","0","0","1","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","221","44","28","157","1134","76","22","18","44","6","10","47","7","3","0","11","2","0","4","1","","","","","",""
