"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","59","42","10","3","33","26","3","0","1","2","1","0","0","0","0","0","0","0","0","0","0","1","8","","","","","",""
"区南部","49","35","23","3","12","69","5","0","1","4","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","69","44","8","3","15","40","6","0","2","2","0","1","1","1","0","4","0","0","0","0","0","0","8","","","","","",""
"区西部","57","43","21","2","39","36","1","7","0","4","0","1","1","1","0","1","0","0","0","0","0","0","8","","","","","",""
"区西北部","131","86","11","1","42","56","2","0","0","8","0","2","0","0","0","2","0","0","0","0","0","1","0","","","","","",""
"区東北部","94","63","15","6","39","53","4","2","1","3","0","0","0","0","0","2","0","0","0","0","0","0","2","","","","","",""
"区東部","104","47","16","0","31","57","2","2","0","5","0","1","0","0","0","1","0","0","0","0","0","0","1","","","","","",""
"西多摩","26","13","0","0","5","18","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","","","","","",""
"南多摩","140","49","8","3","47","60","3","0","0","0","0","3","3","0","0","4","0","0","0","0","0","1","5","","","","","",""
"北多摩西部","34","26","4","0","16","17","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","2","","","","","",""
"北多摩南部","91","42","9","0","30","50","0","0","2","2","0","1","1","0","0","1","0","0","0","0","0","1","7","","","","","",""
"北多摩北部","64","35","8","5","35","37","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","13","","","","","",""
"島しょ","1","4","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","919","529","133","26","347","519","27","12","8","33","1","10","6","2","0","17","0","0","0","0","0","6","56","","","","","",""
