"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","19","6","0","0","2","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","1","9","0","0","0","6","0","0","0","0","3","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","10","27","6","2","3","2","1","1","0","1","15","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","3","48","18","0","2","18","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"文京","7","25","3","0","2","4","0","0","0","1","14","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"台東","3","12","3","1","3","17","0","0","0","1","15","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","3","63","6","1","4","1","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","7","40","12","0","5","32","0","4","0","1","16","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","11","31","6","1","5","13","0","0","0","1","29","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","2","22","5","0","1","7","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","10","61","18","3","15","23","0","2","0","2","56","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","17","93","17","1","12","32","0","2","0","0","58","1","1","0","0","0","1","0","0","0","0","0","","","","","",""
"渋谷区","1","24","3","0","0","11","0","1","0","2","10","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"中野区","4","39","2","1","15","25","0","2","0","0","25","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","4","56","4","1","2","20","0","0","0","3","7","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","4","54","9","3","2","6","0","1","0","0","13","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北区","5","57","6","0","4","11","0","8","0","2","30","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","5","23","15","1","7","20","1","1","0","0","14","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","3","69","5","0","9","14","0","3","0","1","31","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","7","79","21","2","19","24","2","0","1","1","67","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","2","44","12","7","5","27","1","3","0","1","49","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","4","36","6","0","4","19","0","4","0","1","25","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","9","80","11","3","6","35","1","2","2","1","36","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"八王子市","4","86","30","2","10","43","0","5","0","2","108","0","0","0","0","3","0","0","0","0","0","0","","","","","",""
"町田市","1","28","3","0","7","16","1","2","1","0","38","1","1","1","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","7","27","1","0","5","10","1","2","0","0","25","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","2","46","6","3","3","12","1","6","1","4","42","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","2","41","13","2","22","24","0","1","0","3","58","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","18","122","18","6","17","60","0","5","0","3","99","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩小平","23","65","39","2","23","45","5","3","0","1","84","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","181","1447","304","42","212","579","14","59","5","33","998","5","13","1","0","8","1","0","0","0","0","0","","","","","",""
