"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","1","1","0","10","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","2","0","2","1","78","7","0","2","22","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","11","1","3","5","101","19","6","3","20","0","1","0","6","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"2歳","5","0","1","9","84","21","0","1","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"3歳","22","0","3","18","69","27","0","6","0","0","0","3","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"4歳","14","0","1","22","64","25","0","7","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"5歳","19","0","4","15","37","19","0","11","1","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"6歳","24","0","1","22","39","8","3","7","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","27","0","1","25","36","5","0","8","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"8歳","20","0","0","13","25","9","1","4","0","0","0","4","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"9歳","17","0","1","11","26","1","0","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","38","0","2","22","46","2","0","0","0","0","0","5","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"15〜19歳","9","0","0","1","13","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"20〜29歳","9","0","1","24","90","2","0","3","0","3","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","22","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","256","2","21","188","718","146","10","54","46","5","4","29","7","1","0","14","0","0","9","0","0","0","0","0","0","0","0","0"
