"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","12","7","0"
"1〜4歳","0","0","0","0","0","0","3","18","0"
"5〜9歳","0","0","0","0","0","0","0","4","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","15","1","1","2","3","0","0","0","0"
"20〜24歳","21","5","6","4","5","0","0","0","0"
"25〜29歳","16","6","4","3","4","0","1","0","0"
"30〜34歳","15","4","2","3","4","0","1","0","0"
"35〜39歳","6","5","2","0","3","0","0","0","0"
"40〜44歳","4","0","2","0","1","0","1","1","0"
"45〜49歳","3","1","0","0","1","0","2","0","1"
"50〜54歳","1","1","1","0","1","0","1","0","0"
"55〜59歳","0","2","0","0","0","0","7","0","0"
"60〜64歳","0","1","0","0","0","0","1","0","0"
"65〜69歳","0","0","0","0","0","0","1","2","0"
"70歳以上","0","0","0","0","0","0","38","1","0"
"合計","81","26","18","12","22","0","68","33","1"
