"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","7","4","4","18","242","18","1","4","5","0","1","1","0","0","0","3","0","0","1","0","0","0","","","","","",""
"区南部","12","13","7","24","300","16","5","5","2","0","0","0","1","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","16","15","13","26","276","11","2","4","2","0","1","0","0","0","0","2","0","0","1","0","1","1","","","","","",""
"区西部","6","9","5","29","272","11","0","1","5","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","17","15","8","37","449","18","0","1","9","0","0","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","11","13","7","26","519","18","1","5","5","0","0","2","0","0","0","0","0","0","0","0","1","0","","","","","",""
"区東部","11","2","6","29","429","20","9","3","6","0","1","5","0","0","0","1","0","0","0","0","0","0","","","","","",""
"西多摩","2","1","1","2","63","4","1","0","1","0","0","2","0","0","0","0","0","0","2","0","0","0","","","","","",""
"南多摩","23","17","10","83","425","34","3","0","10","1","0","2","2","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","3","3","1","23","149","22","4","0","5","0","1","0","0","0","0","0","0","0","0","0","1","1","","","","","",""
"北多摩南部","19","8","11","28","217","14","1","2","4","0","0","1","2","0","0","2","0","0","0","0","0","1","","","","","",""
"北多摩北部","14","16","13","28","214","14","1","3","4","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","141","116","86","353","3558","200","30","29","58","1","4","22","7","1","0","9","0","0","4","0","3","3","","","","","",""
