"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","急性脳炎(日本脳炎を除く)","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","20","0","0","5","45","12","0","2","2","0","0","1","0","2","0","0","0","2","0","0","0","0","0","1","","","","","",""
"区南部","39","0","0","7","68","11","1","3","9","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","34","0","0","4","69","4","0","2","2","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西部","24","0","0","0","75","11","0","2","0","0","0","0","0","2","2","0","0","1","0","0","0","0","0","0","","","","","",""
"区西北部","32","0","0","7","59","16","2","1","8","0","0","2","0","3","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区東北部","26","0","0","5","54","13","0","4","4","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","19","0","0","27","79","8","0","0","6","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","","","","","",""
"西多摩","10","0","0","1","26","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","20","0","0","2","46","7","1","0","1","0","0","2","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩西部","13","0","0","2","20","3","0","0","0","0","0","0","0","5","0","0","0","1","0","0","0","0","0","0","","","","","",""
"北多摩南部","16","0","1","2","25","8","0","2","3","0","0","0","0","7","0","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","11","0","0","4","65","4","0","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","","","","","",""
"島しょ","1","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","265","0","1","66","641","99","5","16","36","0","0","5","0","36","6","2","0","10","0","0","0","0","0","1","","","","","",""
