"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","59","3","1","21","52","3","2","5","8","0","0","2","0","1","0","2","0","0","0","0","0","","","","","",""
"区南部","96","1","3","24","125","10","0","6","6","0","0","0","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","74","3","1","30","82","10","1","6","9","0","0","1","1","0","0","1","0","0","0","0","0","","","","","",""
"区西部","57","1","2","14","92","12","0","4","7","0","0","2","1","0","0","0","0","0","0","0","0","","","","","",""
"区西北部","109","0","0","25","95","11","0","8","10","0","0","4","1","0","0","1","0","0","0","0","0","","","","","",""
"区東北部","182","2","0","27","136","10","0","2","4","1","0","3","0","0","0","2","0","0","1","0","0","","","","","",""
"区東部","85","1","4","52","142","15","0","5","12","0","0","1","0","0","0","1","0","0","0","0","0","","","","","",""
"西多摩","39","0","0","2","27","6","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","209","0","0","80","194","18","3","9","16","1","0","14","4","0","0","2","0","0","0","0","0","","","","","",""
"北多摩西部","71","0","1","3","55","7","0","3","7","0","0","5","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","53","1","3","26","94","18","1","8","6","0","0","5","2","0","0","1","0","0","0","0","0","","","","","",""
"北多摩北部","56","1","4","53","98","5","1","10","6","0","0","8","0","1","0","1","0","0","3","0","0","","","","","",""
"島しょ","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","1090","13","19","358","1192","125","8","71","93","2","0","45","10","2","0","11","0","0","4","0","0","","","","","",""
