"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","急性呼吸器感染症（ARI）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ/COVID-19定点","急性呼吸器感染症定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","48","1","93","1","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","1","","","","","","",""
"中央区","53","2","121","0","0","1","13","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"みなと","98","4","264","1","0","3","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","","","","","","",""
"新宿区","74","3","196","3","1","3","9","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","","",""
"文京","139","3","397","0","1","2","12","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","",""
"台東","115","1","278","0","0","3","41","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"墨田区","108","4","162","0","0","0","12","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","1","","","","","","",""
"江東区","280","0","667","3","0","8","41","2","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"品川区","113","3","282","0","0","8","11","3","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"目黒区","78","2","192","2","0","4","11","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"大田区","307","10","638","1","3","24","49","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","","","","","","",""
"世田谷","348","10","879","1","2","19","62","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","8","8","","","","","","",""
"渋谷区","98","2","132","0","0","0","5","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","3","0","","","","","","",""
"中野区","208","1","711","2","0","5","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"杉並","174","1","469","2","0","4","13","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","11","0","","","","","","",""
"池袋","141","3","361","0","0","2","15","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","","","","","","",""
"北区","216","2","343","0","2","5","26","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"荒川区","134","1","324","1","1","1","12","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"板橋区","249","4","563","0","0","8","14","2","0","0","0","1","0","0","1","0","2","0","0","1","0","0","0","0","","","","","","",""
"練馬区","310","7","761","4","3","16","38","3","0","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"足立","269","2","773","3","8","9","23","0","0","0","3","1","0","0","2","0","0","0","0","0","0","0","0","0","","","","","","",""
"葛飾区","189","1","415","1","0","4","15","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","4","1","","","","","","",""
"江戸川","334","4","816","1","0","30","29","2","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","","","","","","",""
"八王子市","778","4","1915","3","0","33","30","12","0","2","1","0","1","1","0","0","0","0","0","0","0","0","7","4","","","","","","",""
"町田市","605","6","1111","0","1","37","54","6","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"西多摩","189","2","351","0","0","6","6","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4","0","","","","","","",""
"南多摩","315","1","645","2","0","9","11","2","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"多摩立川","369","4","744","0","0","9","9","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","3","0","","","","","","",""
"多摩府中","599","7","1316","1","1","39","53","5","1","4","1","0","1","0","0","0","0","0","0","1","0","0","11","0","","","","","","",""
"多摩小平","567","7","1197","1","3","10","45","7","0","0","1","0","0","0","0","0","1","0","0","4","0","0","8","7","","","","","","",""
"島しょ","33","0","56","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",""
"合計","7538","102","17172","33","26","302","678","52","5","9","33","4","9","1","6","0","11","0","0","11","0","0","68","24","","","","","","",""
