"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","2","1","11","14","28","12","1","2","5","0","0","2","0","0","0","1","0","0","0","0","0","1","","","","","",""
"区南部","4","1","6","16","44","6","2","4","7","2","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"区西南部","4","0","5","16","45","4","3","6","4","0","0","1","2","0","0","0","1","0","0","0","1","0","","","","","",""
"区西部","2","1","2","2","56","1","5","4","7","0","1","3","0","1","0","0","0","0","0","0","1","0","","","","","",""
"区西北部","8","0","3","23","41","3","4","10","8","0","4","5","1","0","0","1","0","0","0","0","1","0","","","","","",""
"区東北部","6","1","4","17","53","9","4","7","6","0","4","1","1","1","0","0","0","0","1","0","1","0","","","","","",""
"区東部","7","1","8","26","54","4","8","3","5","0","2","7","3","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","1","0","2","1","17","2","0","1","1","0","0","5","0","1","0","0","0","0","2","0","0","0","","","","","",""
"南多摩","9","1","3","38","89","20","6","14","7","1","1","7","2","0","0","2","0","0","0","0","0","0","","","","","",""
"北多摩西部","1","0","1","10","17","1","1","3","3","0","0","1","0","0","0","0","0","0","1","1","0","0","","","","","",""
"北多摩南部","2","0","1","20","31","8","1","12","5","0","2","0","2","0","0","1","1","0","1","0","1","0","","","","","",""
"北多摩北部","4","0","1","19","25","3","5","10","7","0","1","2","0","0","0","1","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","50","6","47","202","500","73","40","76","65","3","16","34","11","3","0","7","3","0","5","1","5","1","","","","","",""
