"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症"
"0歳","0","0","0","0","0","0","6","2","0","0"
"1〜4歳","0","0","0","0","0","0","8","11","0","0"
"5〜9歳","0","0","0","0","0","0","1","0","0","0"
"10〜14歳","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","17","2","7","5","1","0","1","0","0","0"
"20〜24歳","32","15","13","14","1","2","0","0","0","0"
"25〜29歳","56","20","14","21","3","1","0","0","0","0"
"30〜34歳","35","16","17","20","1","4","2","0","0","0"
"35〜39歳","24","12","18","22","2","3","1","0","0","0"
"40〜44歳","17","14","6","10","1","2","2","0","0","0"
"45〜49歳","7","9","4","1","0","0","2","0","0","0"
"50〜54歳","6","3","3","5","0","2","1","0","0","0"
"55〜59歳","2","2","0","0","0","1","3","0","0","0"
"60〜64歳","1","7","2","1","1","0","2","0","0","0"
"65〜69歳","1","2","2","0","0","0","0","0","0","0"
"70歳以上","0","7","2","0","2","0","27","6","0","0"
"合計","198","109","88","99","12","15","56","19","0","0"
