"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","薬剤耐性アシネトバクター感染症","STD定点","基幹定点"
"区中央部","7","7","7","0","1","0","4","0","0","0","",""
"区南部","6","1","0","0","0","0","1","0","0","0","",""
"区西南部","4","8","2","0","1","0","2","0","0","0","",""
"区西部","5","10","9","5","0","0","5","0","0","0","",""
"区西北部","15","5","1","3","0","0","2","1","0","0","",""
"区東北部","4","1","0","1","0","0","2","1","0","0","",""
"区東部","10","1","3","0","1","0","3","0","0","0","",""
"西多摩","0","0","0","0","0","0","0","0","1","0","",""
"南多摩","7","5","1","1","0","0","0","0","0","0","",""
"北多摩西部","11","2","1","2","0","0","0","0","0","0","",""
"北多摩南部","0","0","1","0","0","0","16","0","0","0","",""
"北多摩北部","1","1","0","0","0","0","0","0","0","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","",""
"合計","70","41","25","12","3","0","35","2","1","0","",""
