"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","0","0","1","2","2","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"みなと","0","3","2","0","7","0","1","1","4","0","3","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","0","6","1","5","11","1","1","0","3","0","3","3","0","1","0","1","0","0","1","0","0","0","","","","","",""
"文京","0","1","0","0","3","1","3","4","2","0","1","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"台東","0","1","2","1","13","0","7","0","0","0","2","2","1","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","0","2","1","1","2","1","1","0","1","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"江東区","0","3","2","1","37","5","5","11","3","0","16","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","0","1","1","1","27","1","3","5","2","0","4","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","0","1","0","1","10","0","2","2","2","0","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","0","1","7","6","45","2","0","0","5","1","15","2","1","0","0","2","0","0","0","0","0","0","","","","","",""
"世田谷","0","4","6","6","18","5","8","2","7","0","18","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"渋谷区","0","1","3","0","6","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"中野区","0","4","0","1","16","0","2","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","0","0","4","1","15","1","7","3","6","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","0","1","0","0","4","0","5","0","0","0","7","0","0","0","0","0","0","1","0","0","0","0","","","","","",""
"北区","0","1","1","0","9","1","6","2","2","0","5","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","0","2","2","2","9","0","1","1","2","0","6","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"板橋区","0","1","2","0","11","1","10","1","6","0","5","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","0","1","3","10","17","2","8","3","2","0","21","3","2","0","0","1","0","0","0","0","0","0","","","","","",""
"足立","0","0","4","10","20","1","3","2","2","0","13","6","0","0","0","0","0","0","0","0","0","0","","","","","",""
"葛飾区","0","2","0","1","15","3","2","0","1","1","3","3","2","0","0","0","0","0","0","0","0","0","","","","","",""
"江戸川","0","3","1","1","17","1","0","0","5","0","12","1","0","1","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","0","3","0","21","27","2","1","9","5","2","8","1","0","0","0","2","0","0","0","0","0","0","","","","","",""
"町田市","0","0","1","7","25","1","6","8","5","0","4","1","1","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","0","0","0","2","4","0","2","0","0","0","4","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","1","1","0","9","3","0","5","1","4","0","6","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"多摩立川","0","5","4","11","11","2","8","2","6","0","7","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","1","4","1","12","21","1","11","0","9","0","13","0","0","0","0","0","0","2","1","0","0","0","","","","","",""
"多摩小平","0","1","5","10","31","8","10","1","7","0","22","3","1","0","0","3","0","1","1","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","2","53","54","122","438","40","118","58","94","4","224","32","13","2","0","12","0","4","3","0","0","0","","","","","",""
