"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","8","0","0"
"1〜4歳","0","0","0","0","0","0","5","1","0"
"5〜9歳","0","0","0","0","0","0","2","0","0"
"10〜14歳","0","0","0","0","0","0","1","0","0"
"15〜19歳","2","0","1","2","0","0","1","0","0"
"20〜24歳","11","4","4","13","0","0","1","0","0"
"25〜29歳","29","4","11","12","0","0","0","0","0"
"30〜34歳","19","5","8","11","0","0","1","0","0"
"35〜39歳","15","8","7","11","0","0","0","0","0"
"40〜44歳","17","9","9","9","0","0","3","0","0"
"45〜49歳","10","5","6","3","0","0","2","0","0"
"50〜54歳","3","5","6","3","1","0","0","0","0"
"55〜59歳","8","1","4","3","0","0","2","0","0"
"60〜64歳","3","1","0","1","0","0","1","0","0"
"65〜69歳","0","0","1","2","0","0","2","0","0"
"70歳以上","0","0","1","0","0","0","19","2","0"
"合計","117","42","58","70","1","0","48","3","0"
