"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","2","0","0"
"1〜4歳","0","0","0","0","0","0","8","2","0"
"5〜9歳","0","0","0","0","0","0","1","0","0"
"10〜14歳","0","0","0","0","0","0","5","0","0"
"15〜19歳","4","0","0","1","0","0","0","0","0"
"20〜24歳","28","5","7","19","0","0","0","0","0"
"25〜29歳","37","5","15","17","0","0","1","0","0"
"30〜34歳","23","9","20","16","0","0","0","0","0"
"35〜39歳","22","7","16","16","0","0","0","0","0"
"40〜44歳","12","8","10","3","0","0","0","0","0"
"45〜49歳","8","3","9","8","0","0","2","0","0"
"50〜54歳","6","3","10","5","0","0","1","0","0"
"55〜59歳","6","1","6","2","0","0","4","1","0"
"60〜64歳","3","2","0","2","1","0","2","0","0"
"65〜69歳","0","1","0","2","0","0","3","0","0"
"70歳以上","0","2","1","0","0","0","24","1","0"
"合計","149","46","94","91","1","0","53","4","0"
