"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","41","42","16","16","0","1","11","0","1","",""
"区南部","4","6","3","3","0","0","0","0","0","",""
"区西南部","8","0","0","7","0","0","3","2","0","",""
"区西部","30","13","37","31","0","9","6","1","0","",""
"区西北部","10","4","7","5","0","1","2","3","0","",""
"区東北部","0","0","0","0","0","0","4","3","0","",""
"区東部","8","6","3","10","0","6","5","3","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","1","0","0","0","0","0","1","0","0","",""
"北多摩西部","1","0","0","0","0","0","1","0","0","",""
"北多摩南部","1","0","1","1","0","0","15","0","0","",""
"北多摩北部","0","0","0","0","0","0","1","6","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","104","71","67","73","0","17","49","18","1","",""
