"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","インフルエンザ入院","ＩＣＵ入室（インフルエンザ入院）","人工呼吸器の利用（インフルエンザ入院）","頭部ＣＴ検査（インフルエンザ入院）","頭部ＭＲＩ検査（インフルエンザ入院）","脳波検査	（インフルエンザ入院）","いずれにも該当せず（インフルエンザ入院）","頭部検査	（インフルエンザ入院）"
"〜5ヶ月","0","21","1","0","10","2","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","0","37","2","3","48","3","4","0","41","0","12","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1歳","2","72","7","5","80","7","24","1","77","0","33","2","6","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2歳","1","23","13","7","60","7","13","1","12","0","29","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"3歳","1","12","9","17","47","13","10","3","1","0","22","2","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"4歳","2","2","5","19","44","13","11","3","0","0","13","5","3","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"5歳","3","1","10","23","43","9","10","2","0","1","9","5","0","0","0","3","0","0","2","0","0","0","0","0","0","0","0","0"
"6歳","2","0","4","26","24","2","7","1","0","0","5","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"7歳","2","0","2","10","17","1","0","0","0","0","3","4","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0"
"8歳","4","0","2","4","21","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"9歳","0","0","0","7","13","0","2","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"10〜14歳","0","1","5","15","51","0","1","1","0","2","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"15〜19歳","1","0","1","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"20〜29歳","0","0","1","6","35","3","1","0","0","1","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"30〜39歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0"
"40〜49歳","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0"
"50〜59歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","21","169","62","143","505","60","85","12","133","4","134","36","21","1","1","23","0","1","10","0","0","0","0","0","0","0","0","0"
