"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)"
"〜5ヶ月","0","2","0","0","0","1","0","0","1","1","6","0","0","0","0","0","0","0","0","0"
"〜1歳","0","2","2","0","17","4","10","1","27","0","49","0","2","0","0","0","0","0","0","0"
"1歳","0","2","12","5","28","6","32","1","24","0","85","2","2","0","0","0","0","0","0","0"
"2歳","0","2","4","3","26","10","24","0","5","0","68","4","1","0","0","0","0","0","0","0"
"3歳","0","0","6","1","13","8","19","1","0","0","48","4","2","0","0","0","0","0","1","0"
"4歳","0","0","9","11","20","4","14","0","0","0","32","7","0","0","0","1","0","0","0","0"
"5歳","0","0","9","7","12","5","8","0","0","0","17","9","0","0","0","1","0","0","0","0"
"6歳","0","0","3","10","11","2","3","0","0","0","19","7","0","0","0","0","0","0","0","0"
"7歳","0","0","5","5","11","2","3","2","0","0","7","2","1","0","0","1","0","0","0","0"
"8歳","0","0","2","2","7","1","0","1","0","0","7","2","0","0","0","0","0","0","0","0"
"9歳","0","0","1","7","9","0","0","1","0","0","1","2","0","0","0","0","0","0","0","0"
"10〜14歳","0","0","1","5","21","1","2","0","0","0","2","5","0","0","0","0","0","0","1","0"
"15〜19歳","0","0","1","1","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"20〜29歳","0","0","0","8","42","0","2","0","0","2","4","2","0","0","0","1","0","0","0","0"
"30〜39歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"40〜49歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"50〜59歳","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"60〜69歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"70〜79歳","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"80歳以上","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","1","8","55","65","220","44","117","7","57","3","345","46","8","0","0","11","0","1","2","0"
