"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん"
"〜5ヶ月","10","0","0","0","9","5","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"〜1歳","41","1","1","1","48","6","1","1","27","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1歳","188","5","5","3","134","32","3","1","29","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"2歳","190","0","4","10","104","32","1","5","4","0","0","0","0","3","1","0","0","0","0","0","0","0","0"
"3歳","233","1","3","16","74","29","1","6","0","0","0","0","0","5","0","1","0","0","0","0","0","0","0"
"4歳","332","0","7","49","72","38","2","11","0","0","0","1","0","7","0","0","0","0","0","0","0","0","0"
"5歳","341","0","5","41","70","35","2","10","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"6歳","376","0","2","34","63","18","0","8","0","0","0","0","0","5","2","0","0","0","0","0","0","0","0"
"7歳","439","0","1","32","37","10","0","3","1","0","0","0","0","4","0","0","0","0","0","0","0","0","0"
"8歳","420","0","0","19","36","4","1","5","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0"
"9歳","405","0","0","18","21","3","0","5","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0"
"10〜14歳","1392","0","0","37","61","4","0","2","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0"
"15〜19歳","354","0","0","2","12","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0"
"20〜29歳","391","0","2","24","109","0","0","1","0","1","0","1","1","0","0","0","0","2","0","0","0","0","0"
"30〜39歳","547","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"40〜49歳","402","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"50〜59歳","172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"60〜69歳","88","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0"
"70〜79歳","45","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"80歳以上","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"合計","6386","7","30","286","850","216","11","59","65","1","0","2","2","37","8","1","0","10","0","0","0","0","0"
