"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","風しん","ヘルパンギーナ","麻しん（成人麻しん以外）","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","成人麻しん","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","0","3","12","12","25","8","4","2","2","0","0","37","0","4","0","0","0","1","0","0","0","0","0","","","","","",""
"区南部","0","0","3","13","48","11","28","1","5","0","0","23","0","9","1","0","0","0","0","0","0","0","0","","","","","",""
"区西南部","0","0","2","8","23","5","14","1","9","0","0","46","0","4","0","0","0","0","0","0","0","0","0","","","","","",""
"区西部","0","0","6","17","41","8","6","3","3","0","0","26","0","4","0","0","0","4","0","0","0","0","0","","","","","",""
"区西北部","0","0","11","14","22","10","13","5","2","0","0","64","0","13","3","0","0","0","0","0","0","0","0","","","","","",""
"区東北部","0","0","1","4","16","6","8","6","5","1","0","61","0","2","0","0","0","0","0","0","0","0","0","","","","","",""
"区東部","0","0","2","13","13","15","19","1","7","0","0","71","0","14","1","0","0","2","0","0","0","0","0","","","","","",""
"西多摩","0","0","6","10","6","7","28","0","2","0","0","10","0","3","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","0","3","6","1","30","18","17","1","4","0","0","27","0","7","3","0","0","1","0","0","0","0","0","","","","","",""
"北多摩西部","0","0","6","0","2","0","3","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","0","0","1","4","17","15","8","1","1","0","0","30","0","9","1","0","0","0","0","0","0","0","0","","","","","",""
"北多摩北部","0","0","9","4","6","8","3","4","6","0","0","25","0","2","0","0","0","1","0","0","0","0","0","","","","","",""
"島しょ","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","0","6","65","100","249","111","151","25","46","1","0","422","0","73","9","0","0","9","0","0","0","0","0","","","","","",""
