"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"区中央部","15","35","14","1","32","43","2","1","2","5","0","0","0","0","0","0","0","0","0","0","0","0","10","","","","","",""
"区南部","25","35","30","7","20","57","4","1","0","3","1","1","0","1","0","0","0","0","0","0","0","0","1","","","","","",""
"区西南部","30","36","18","2","17","47","9","0","3","1","0","0","0","0","0","6","0","0","1","0","0","1","6","","","","","",""
"区西部","36","35","29","2","40","59","6","1","0","6","0","0","0","1","0","2","0","0","0","0","0","2","1","","","","","",""
"区西北部","59","64","24","4","62","54","1","1","0","5","0","0","0","0","0","1","0","0","0","0","0","0","1","","","","","",""
"区東北部","48","49","17","14","48","48","2","1","1","7","0","0","1","1","0","1","0","0","0","0","0","0","4","","","","","",""
"区東部","48","42","51","1","28","56","3","2","2","7","1","1","0","1","0","0","0","0","0","0","1","0","3","","","","","",""
"西多摩","10","14","0","0","9","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","","","","","",""
"南多摩","45","51","13","2","44","62","2","0","0","2","1","2","0","0","0","3","0","0","0","0","0","0","6","","","","","",""
"北多摩西部","27","27","12","0","17","16","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"北多摩南部","37","38","20","4","42","46","1","0","5","2","0","0","1","0","0","0","0","0","1","0","0","2","6","","","","","",""
"北多摩北部","27","41","11","5","31","32","1","0","0","4","0","1","0","0","0","0","0","0","0","0","0","1","8","","","","","",""
"島しょ","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","","","","","",""
"合計","407","468","239","42","390","530","31","7","13","44","3","5","2","4","0","13","0","0","2","0","1","6","51","","","","","",""
