"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症"
"0歳","0","0","0","0","0","0","3","0","0"
"1〜4歳","0","0","0","0","0","0","3","0","0"
"5〜9歳","0","0","0","0","0","0","2","1","0"
"10〜14歳","0","0","0","0","0","0","0","0","0"
"15〜19歳","6","0","2","3","0","0","1","0","0"
"20〜24歳","33","2","7","12","0","0","2","0","0"
"25〜29歳","43","8","7","13","0","0","2","0","0"
"30〜34歳","27","6","11","11","2","0","2","0","0"
"35〜39歳","17","5","2","4","0","0","0","1","0"
"40〜44歳","15","2","5","10","1","0","2","1","0"
"45〜49歳","14","5","4","10","0","0","1","0","0"
"50〜54歳","6","2","1","2","0","0","3","0","0"
"55〜59歳","3","3","9","5","0","0","3","0","1"
"60〜64歳","0","2","0","1","0","0","3","0","0"
"65〜69歳","1","0","0","0","0","0","6","0","1"
"70歳以上","0","3","0","0","0","0","33","2","1"
"合計","165","38","48","71","3","0","66","5","3"
