"","インフルエンザ","新型コロナウイルス感染症（COVID-19）","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","COVID-19入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","2","8","4","0","4","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","4","3","0","2","2","2"
"中央区","0","4","0","1","3","10","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","3","1","0","0","0"
"みなと","1","7","6","0","7","8","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","9","6","0","1","1","1"
"新宿区","3","12","18","0","24","9","1","5","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","12","8","2","2","2","2"
"文京","0","6","3","0","14","13","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","4","7","4","1","1","1","1"
"台東","1","9","1","3","18","17","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","7","4","0","0","0","0"
"墨田区","1","17","5","0","3","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","8","5","1","1","1","1"
"江東区","8","19","11","2","43","23","1","8","2","2","1","2","3","0","0","0","0","0","0","0","0","0","0","13","8","1","0","0","0"
"品川区","5","14","2","0","5","19","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","12","8","1","0","0","0"
"目黒区","2","10","7","2","5","13","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","8","5","1","0","0","0"
"大田区","4","42","29","10","17","37","0","2","0","7","0","1","0","0","0","1","0","0","0","0","0","0","2","21","13","2","1","1","1"
"世田谷","10","55","22","8","32","40","7","1","6","1","0","0","1","2","0","4","0","0","1","0","0","1","4","25","16","2","2","2","2"
"渋谷区","2","5","3","0","4","6","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","7","4","1","1","1","1"
"中野区","4","21","4","2","26","11","3","6","0","2","0","4","0","0","0","0","0","0","0","0","0","0","0","10","6","1","0","0","0"
"杉並","1","20","14","7","11","10","5","1","0","3","0","0","1","0","0","0","0","0","1","0","0","0","2","17","11","1","2","2","2"
"池袋","4","16","11","6","15","14","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","7","5","1","1","1","1"
"北区","6","20","13","0","28","21","1","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","11","7","1","0","0","0"
"荒川区","3","12","21","1","6","23","0","0","0","2","2","0","1","0","0","0","0","0","0","0","0","0","0","7","4","1","0","0","0"
"板橋区","9","31","3","1","21","14","0","0","1","1","0","1","0","0","0","2","0","0","0","0","0","0","3","16","10","2","1","1","1"
"練馬区","2","24","12","2","42","44","1","0","0","4","0","0","0","0","0","1","0","0","0","0","0","0","0","21","13","2","0","0","0"
"足立","8","23","18","2","21","29","0","1","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","19","12","2","0","0","0"
"葛飾区","8","16","4","0","26","32","2","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","5","13","8","1","1","1","1"
"江戸川","1","35","17","1","10","14","1","10","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","18","11","2","0","0","0"
"八王子市","12","39","38","1","32","78","1","2","0","4","0","1","0","0","0","0","0","0","0","0","0","0","8","17","11","2","1","1","1"
"町田市","15","12","1","0","29","37","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","13","8","1","0","0","0"
"西多摩","7","14","0","0","22","4","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","14","8","1","1","1","1"
"南多摩","0","20","6","1","7","24","0","1","0","2","0","1","0","0","0","1","0","0","0","0","0","0","0","11","8","1","0","0","0"
"多摩立川","6","16","12","0","29","13","0","0","0","3","1","3","0","0","2","0","0","0","0","0","0","0","3","21","14","2","1","1","1"
"多摩府中","13","42","23","6","44","74","4","1","7","5","0","1","3","0","0","1","0","0","0","0","0","0","13","33","21","3","3","3","3"
"多摩小平","4","38","17","9","48","51","1","1","0","4","1","1","0","1","0","0","0","0","0","0","0","0","8","23","15","2","2","2","2"
"島しょ","0","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","1"
"合計","142","612","325","65","598","694","29","45","22","59","6","19","9","5","2","18","0","0","2","0","0","1","59","411","260","39","25","25","25"
