"","インフルエンザ","RSウイルス感染症","咽頭結膜熱","Ａ群溶血性レンサ球菌咽頭炎","感染性胃腸炎","水痘","手足口病","伝染性紅斑","突発性発しん","百日咳","ヘルパンギーナ","流行性耳下腺炎","不明発しん症","川崎病","急性出血性結膜炎","流行性角結膜炎","細菌性髄膜炎","無菌性髄膜炎","マイコプラズマ肺炎","クラミジア肺炎(オウム病は除く)","感染性胃腸炎（ロタウイルス）","インフルエンザ入院","インフルエンザ定点","小児科定点","眼科定点","基幹定点","インフルエンザ入院定点","COVID-19入院定点"
"千代田","6","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"中央区","7","2","0","7","45","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"みなと","16","0","3","8","18","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"新宿区","13","4","0","14","39","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","2","0","","","","","",""
"文京","6","0","0","6","4","0","1","0","1","0","0","0","2","0","0","2","0","0","0","0","0","0","","","","","",""
"台東","3","0","0","12","37","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"墨田区","15","0","0","2","12","0","1","0","3","0","0","1","0","0","0","0","0","0","1","0","0","1","","","","","",""
"江東区","29","2","0","20","68","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"品川区","13","1","1","6","31","6","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"目黒区","17","1","0","8","25","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"大田区","21","1","5","26","58","4","0","0","3","0","0","1","0","1","0","0","0","0","0","0","0","0","","","","","",""
"世田谷","58","2","5","21","66","2","2","1","4","0","0","2","1","0","0","0","1","0","0","0","1","1","","","","","",""
"渋谷区","16","0","0","4","7","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","2","0","","","","","",""
"中野区","38","0","1","5","38","1","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"杉並","47","0","2","6","40","0","1","4","5","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"池袋","7","3","3","3","9","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","","","","","",""
"北区","19","0","2","3","15","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"荒川区","27","0","2","13","26","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","",""
"板橋区","21","2","0","9","12","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"練馬区","36","1","1","31","47","12","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"足立","43","0","4","12","81","0","0","1","6","0","0","0","1","0","0","1","0","0","0","0","0","0","","","","","",""
"葛飾区","44","0","1","5","34","0","2","2","4","0","0","0","1","0","0","3","0","1","0","0","0","1","","","","","",""
"江戸川","29","2","1","16","69","1","0","1","4","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"八王子市","52","1","0","21","102","2","1","0","5","0","0","1","0","0","0","1","0","0","0","0","0","0","","","","","",""
"町田市","36","0","0","11","49","4","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"西多摩","13","0","1","5","18","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"南多摩","42","0","1","5","35","0","0","3","1","0","1","1","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩立川","38","6","0","17","43","1","0","0","5","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","",""
"多摩府中","104","2","2","20","83","1","3","1","13","0","1","3","1","0","0","2","0","0","0","1","3","1","","","","","",""
"多摩小平","79","5","6","34","69","6","0","0","10","0","0","0","2","0","0","2","0","0","0","0","0","1","","","","","",""
"島しょ","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","",""
"合計","895","35","41","354","1180","50","20","15","91","0","2","18","8","1","0","15","1","1","2","2","8","5","","","","","",""
