"","性器クラミジア感染症","性器ヘルペスウイルス感染症","尖圭コンジローマ","淋菌感染症","膣トリコモナス症","梅毒様疾患","メチシリン耐性黄色ブドウ球菌感染症","ペニシリン耐性肺炎球菌感染症","薬剤耐性緑膿菌感染症","STD定点","基幹定点"
"区中央部","31","15","12","4","8","2","2","3","0","",""
"区南部","2","2","0","0","0","0","1","0","0","",""
"区西南部","8","0","5","0","0","0","4","0","0","",""
"区西部","13","10","12","3","1","0","23","0","0","",""
"区西北部","16","2","0","1","0","0","3","0","0","",""
"区東北部","1","2","0","1","0","0","1","0","0","",""
"区東部","10","3","2","1","2","1","1","2","0","",""
"西多摩","0","0","0","0","0","0","0","0","0","",""
"南多摩","15","1","2","0","3","0","0","0","1","",""
"北多摩西部","18","2","1","0","0","0","0","0","0","",""
"北多摩南部","0","0","0","0","0","0","8","3","0","",""
"北多摩北部","1","0","0","0","0","0","6","5","0","",""
"島しょ","0","0","0","0","0","0","0","0","0","",""
"合計","115","37","34","10","14","3","49","13","1","",""
